dose,category,location,year,coverage,low,high,size
1doseMMRVaccinationPoverty,Living Below Poverty,Kentucky,2010,88.800000,77.200000,94.900000,69.000000
1doseMMRVaccinationAge,19 Months,Colorado,2017,86.600000,80.900000,90.800000,264.000000
1doseMMRVaccinationWIC,Participating,Missouri,2013,90.600000,80.800000,95.700000,89.000000
1doseMMRVaccinationWIC,Participating,CA-Los Angeles County,2009,88.200000,79.200000,93.600000,113.000000
1doseMMRVaccinationPoverty,Living Below Poverty,Region  4,2004,93.500000,90.700000,95.500000,717.000000
1doseMMRVaccinationRaceEthnicity,Black only  non-Hispanic,Illinois,2009,77.400000,60.600000,88.500000,93.000000
1doseMMRVaccinationPoverty,Living Below Poverty,Washington,1995,86.800000,74.400000,93.700000,58.000000
1doseMMRVaccinationVFCProgramProvider,Not Participating ,WI-Rest of State,2009,95.200000,80.300000,99.000000,49.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,AZ-Rest of State,1996,82.000000,62.900000,92.400000,50.000000
1doseMMRVaccinationAge,19 Months,WA-Western Counties,2010,83.500000,76.900000,88.500000,221.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,Maryland,1997,95.500000,92.100000,97.500000,491.000000
1doseMMRVaccinationAge,24 Months,North Dakota,2001,89.100000,84.500000,92.500000,320.000000
1doseMMRVaccinationFacilityType,Mixed,California,2003,99.600000,97.000000,99.900000,57.000000
1doseMMRVaccinationAge,13 Months,OH-Franklin County,2003,43.600000,36.700000,50.800000,241.000000
1doseMMRVaccinationUrbanicity,Living In A Non MSA,IL-Rest of State,1996,83.000000,68.700000,91.600000,51.000000
1doseMMRVaccinationAge,19-35 Months,Connecticut,2010,97.800000,95.700000,98.900000,247.000000
1doseMMRVaccinationPoverty,Living At or Above Poverty,United States,1998,92.800000,92.100000,93.400000,14950.000000
1doseMMRVaccinationRaceEthnicity,White only  non-Hispanic,Minnesota,1998,91.700000,87.300000,94.700000,276.000000
1doseMMRVaccinationFacilityType,Other,United States,2011,88.800000,86.400000,90.800000,2843.000000
1doseMMRVaccinationRaceEthnicity,Hispanic,Hawaii,2002,98.800000,91.900000,99.800000,59.000000
1doseMMRVaccinationAge,19 Months,Region 10,2012,82.000000,77.900000,85.500000,1139.000000
1doseMMRVaccinationFacilityType,Other,Rhode Island,2000,90.300000,79.700000,95.700000,84.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,Nebraska,1996,89.800000,74.900000,96.300000,39.000000
1doseMMRVaccinationWIC,Not Participating ,FL-Duval County,2006,91.700000,85.700000,95.300000,202.000000
1doseMMRVaccinationRaceEthnicity,Hispanic,AZ-Maricopa County,2000,85.200000,79.600000,89.500000,250.000000
1doseMMRVaccinationAge,19-35 Months,United States,2001,91.100000,90.500000,91.700000,23642.000000
1doseMMRVaccinationFacilityType,Public,Region  2,2008,92.800000,80.400000,97.600000,40.000000
1doseMMRVaccinationFacilityType,Private,Missouri,2010,92.400000,86.200000,96.000000,168.000000
1doseMMRVaccinationAge,19-35 Months,IN-Rest of State,1999,89.100000,84.100000,92.600000,284.000000
1doseMMRVaccinationRaceEthnicity,Hispanic,District of Columbia,2015,89.600000,78.100000,95.400000,61.000000
1doseMMRVaccinationAge,19-35 Months,Mississippi,2014,95.000000,88.500000,97.900000,205.000000
1doseMMRVaccinationAge,13 Months,Michigan,2015,48.900000,41.400000,56.300000,254.000000
1doseMMRVaccinationAge,24 Months,MO-Rest of State,1999,84.500000,79.000000,88.700000,315.000000
1doseMMRVaccinationUrbanicity,Living In An MSA Central City,OH-Cuyahoga County,2000,82.200000,74.500000,88.000000,173.000000
1doseMMRVaccinationAge,19 Months,Ohio,2008,89.000000,83.800000,92.700000,300.000000
1doseMMRVaccinationFacilityType,Private,Nebraska,2003,92.500000,84.200000,96.600000,145.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,Arkansas,1999,86.400000,70.200000,94.500000,76.000000
1doseMMRVaccinationRaceEthnicity,Black only  non-Hispanic,Region  6,1995,81.500000,72.200000,88.200000,338.000000
1doseMMRVaccinationAge,19 Months,California,2001,86.200000,82.700000,89.000000,1266.000000
1doseMMRVaccinationAge,19 Months,GA-Rest of State,1995,83.800000,76.000000,89.400000,215.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,Ohio,1997,90.700000,85.000000,94.300000,354.000000
1doseMMRVaccinationAge,19 Months,Louisiana,2006,82.500000,76.700000,87.200000,287.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,MA-City of Boston,2004,90.000000,79.600000,95.500000,131.000000
1doseMMRVaccinationAge,24 Months,TN-Shelby County,1995,85.500000,79.300000,90.100000,206.000000
1doseMMRVaccinationUrbanicity,Living In An MSA Central City,CO-Rest of State,2001,87.300000,79.400000,92.400000,129.000000
1doseMMRVaccinationRaceEthnicity,Black only  non-Hispanic,NJ-Rest of State,2009,80.700000,60.800000,91.800000,30.000000
1doseMMRVaccinationPoverty,Living Below Poverty,NM-Rest of State,1998,80.500000,68.600000,88.600000,77.000000
1doseMMRVaccinationWIC,Not Participating ,IL-Rest of State,2005,99.000000,95.800000,99.700000,110.000000
1doseMMRVaccinationPoverty,Living At or Above Poverty,CO-Rest of State,2000,87.400000,82.200000,91.200000,259.000000
1doseMMRVaccinationFacilityType,Other,OH-Rest of State,2008,98.700000,91.500000,99.800000,43.000000
1doseMMRVaccinationRaceEthnicity,Hispanic,Delaware,2002,95.400000,91.100000,97.700000,216.000000
1doseMMRVaccinationAge,13 Months,PA-Philadelphia,2007,54.400000,46.300000,62.300000,209.000000
1doseMMRVaccinationPoverty,Living At or Above Poverty,Utah,2017,89.900000,84.300000,93.600000,205.000000
1doseMMRVaccinationAge,19-35 Months,Maryland,1998,89.100000,84.600000,92.400000,533.000000
1doseMMRVaccinationAge,19-35 Months,Maine,2010,90.900000,85.300000,94.600000,220.000000
1doseMMRVaccinationPoverty,Living At or Above Poverty,Connecticut,2013,91.800000,83.400000,96.200000,174.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,Region  9,2008,92.000000,87.700000,94.900000,636.000000
1doseMMRVaccinationVFCProgramProvider,Participating,Region  9,2012,92.300000,87.400000,95.400000,881.000000
1doseMMRVaccinationAge,24 Months,Utah,2006,91.900000,86.800000,95.200000,226.000000
1doseMMRVaccinationAge,13 Months,WA-Western Counties,2010,50.700000,43.200000,58.100000,221.000000
1doseMMRVaccinationAge,19-35 Months,Region  5,2000,89.900000,88.500000,91.200000,3346.000000
1doseMMRVaccinationVFCProgramProvider,Not Participating ,LA-Rest of State,2001,95.200000,81.400000,98.900000,39.000000
1doseMMRVaccinationPoverty,Living Below Poverty,Nevada,2008,81.900000,68.000000,90.600000,51.000000
1doseMMRVaccinationPoverty,Living Below Poverty,Delaware,2010,97.100000,88.900000,99.300000,67.000000
1doseMMRVaccinationWIC,Not Participating ,Indiana,2012,89.700000,81.700000,94.500000,126.000000
1doseMMRVaccinationPoverty,Living At or Above Poverty,Missouri,2000,91.000000,84.800000,94.800000,209.000000
1doseMMRVaccinationAge,13 Months,Wyoming,2014,56.600000,47.000000,65.900000,218.000000
1doseMMRVaccinationAge,19-35 Months,LA-Rest of State,1996,88.600000,83.200000,92.500000,265.000000
1doseMMRVaccinationAge,19 Months,NJ-Rest of State,1997,88.600000,83.700000,92.100000,295.000000
1doseMMRVaccinationAge,19-35 Months,IL-Rest of State,1998,93.500000,88.400000,96.400000,284.000000
1doseMMRVaccinationAge,19 Months,CA-Alameda County,2007,86.600000,79.600000,91.500000,298.000000
1doseMMRVaccinationFacilityType,Public,Idaho,2003,98.600000,90.600000,99.800000,45.000000
1doseMMRVaccinationFacilityType,Public,Region  8,2014,90.500000,82.000000,95.200000,234.000000
1doseMMRVaccinationWIC,Not Participating ,Wisconsin,2016,92.200000,84.700000,96.200000,138.000000
1doseMMRVaccinationWIC,Not Participating ,TX-El Paso County,2004,89.200000,71.600000,96.400000,49.000000
1doseMMRVaccinationRaceEthnicity,White only  non-Hispanic,TX-Rest of State,2008,92.300000,81.200000,97.100000,107.000000
1doseMMRVaccinationAge,19 Months,Wisconsin,2005,84.700000,79.600000,88.700000,417.000000
1doseMMRVaccinationPoverty,Living Below Poverty,Wisconsin,1997,81.200000,69.800000,88.900000,94.000000
1doseMMRVaccinationAge,13 Months,Mississippi,2014,52.500000,43.100000,61.800000,205.000000
1doseMMRVaccinationAge,13 Months,IN-Rest of State,2008,51.600000,44.200000,59.000000,301.000000
1doseMMRVaccinationWIC,Not Participating ,NY-Rest of State,2006,97.000000,92.300000,98.900000,163.000000
1doseMMRVaccinationAge,19-35 Months,OH-Cuyahoga County,2004,96.200000,92.800000,98.000000,291.000000
1doseMMRVaccinationPoverty,Living Below Poverty,LA-Rest of State,2001,81.200000,67.600000,90.000000,87.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,Idaho,2014,93.200000,81.500000,97.700000,78.000000
1doseMMRVaccinationUrbanicity,Living In An MSA Central City,Louisiana,2017,92.200000,82.000000,96.800000,120.000000
1doseMMRVaccinationVFCProgramProvider,Participating,Alabama,2001,94.800000,91.200000,96.900000,392.000000
1doseMMRVaccinationUrbanicity,Living In An MSA Central City,WA-Rest of State,1996,88.900000,77.100000,95.000000,126.000000
1doseMMRVaccinationRaceEthnicity,Hispanic,Connecticut,2002,95.800000,92.100000,97.800000,238.000000
1doseMMRVaccinationAge,24 Months,TX-City of Houston,1999,84.700000,78.900000,89.100000,248.000000
1doseMMRVaccinationRaceEthnicity,American Indian or Alaska Native only  non-Hispanic,Region  5,2002,95.100000,88.600000,98.000000,108.000000
1doseMMRVaccinationRaceEthnicity,Hispanic,NY-City of New York,2002,96.000000,91.500000,98.200000,133.000000
1doseMMRVaccinationVFCProgramProvider,Not Participating ,TN-Shelby County,2004,92.700000,81.000000,97.500000,52.000000
1doseMMRVaccinationRaceEthnicity,White only  non-Hispanic,Iowa,1998,93.100000,88.900000,95.800000,289.000000
1doseMMRVaccinationVFCProgramProvider,Participating,Minnesota,2010,93.900000,87.500000,97.100000,174.000000
1doseMMRVaccinationFacilityType,Private,Iowa,2017,95.300000,82.600000,98.800000,77.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,Tennessee,2013,96.100000,85.200000,99.100000,75.000000
1doseMMRVaccinationVFCProgramProvider,Participating,Pennsylvania,2016,95.500000,90.700000,97.900000,449.000000
1doseMMRVaccinationWIC,Participating,Region  9,2006,90.800000,87.500000,93.300000,1244.000000
1doseMMRVaccinationWIC,Participating,TN-Shelby County,2006,85.600000,74.800000,92.300000,126.000000
1doseMMRVaccinationFacilityType,Private,Region  8,2015,94.000000,89.700000,96.500000,572.000000
1doseMMRVaccinationRaceEthnicity,Black only  non-Hispanic,Tennessee,1996,84.500000,77.100000,89.800000,223.000000
1doseMMRVaccinationAge,19 Months,MD-City of Baltimore,2004,88.500000,82.700000,92.500000,283.000000
1doseMMRVaccinationFacilityType,Private,Arizona,2001,89.700000,85.300000,93.000000,313.000000
1doseMMRVaccinationUrbanicity,Living In A Non MSA,Vermont,2009,90.800000,85.600000,94.200000,211.000000
1doseMMRVaccinationFacilityType,Other,Region  9,2014,78.100000,57.900000,90.200000,124.000000
1doseMMRVaccinationAge,13 Months,Illinois,1995,16.100000,12.100000,21.200000,379.000000
1doseMMRVaccinationUrbanicity,Living In A Non MSA,Maine,2008,94.400000,87.100000,97.700000,108.000000
1doseMMRVaccinationFacilityType,Mixed,Region  8,2000,96.400000,92.400000,98.300000,196.000000
1doseMMRVaccinationUrbanicity,Living In A Non MSA,Hawaii,2014,86.800000,72.500000,94.300000,48.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,MO-Rest of State,2007,93.100000,84.800000,97.000000,161.000000
1doseMMRVaccinationFacilityType,Other,Washington,1999,84.000000,76.000000,89.800000,174.000000
1doseMMRVaccinationVFCProgramProvider,Participating,IL-City of Chicago,2014,90.500000,83.000000,94.900000,193.000000
1doseMMRVaccinationFacilityType,Private,Alabama,2010,96.600000,93.300000,98.300000,240.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,Region  9,2014,90.300000,83.400000,94.500000,404.000000
1doseMMRVaccinationRaceEthnicity,White only  non-Hispanic,TN-Davidson County,1997,92.200000,86.200000,95.800000,197.000000
1doseMMRVaccinationAge,19 Months,New Jersey,2000,82.900000,77.800000,87.000000,639.000000
1doseMMRVaccinationFacilityType,Mixed,Wyoming,2008,95.800000,75.500000,99.400000,44.000000
1doseMMRVaccinationWIC,Participating,MI-Rest of State,2003,89.700000,79.000000,95.300000,120.000000
1doseMMRVaccinationUrbanicity,Living In An MSA Central City,Washington,1995,93.600000,87.300000,96.900000,196.000000
1doseMMRVaccinationWIC,Participating,Region  4,2017,90.700000,87.700000,93.000000,1042.000000
1doseMMRVaccinationFacilityType,Private,Alaska,2016,90.300000,83.300000,94.500000,133.000000
1doseMMRVaccinationAge,19-35 Months,GA-Rest of State,1997,91.400000,87.300000,94.200000,297.000000
1doseMMRVaccinationVFCProgramProvider,Not Participating ,Region  3,2014,90.500000,81.600000,95.300000,215.000000
1doseMMRVaccinationUrbanicity,Living In A Non MSA,Utah,2014,78.700000,55.200000,91.700000,32.000000
1doseMMRVaccinationAge,24 Months,Massachusetts,1997,95.200000,92.200000,97.000000,598.000000
1doseMMRVaccinationFacilityType,Mixed,Indiana,2006,86.000000,47.100000,97.700000,45.000000
1doseMMRVaccinationAge,13 Months,South Carolina,2011,35.900000,29.000000,43.400000,269.000000
1doseMMRVaccinationPoverty,Living At or Above Poverty,Region  2,2003,93.500000,90.700000,95.500000,672.000000
1doseMMRVaccinationUrbanicity,Living In A Non MSA,Delaware,1998,92.800000,79.600000,97.700000,51.000000
1doseMMRVaccinationUrbanicity,Living In A Non MSA,WA-Rest of State,1995,80.500000,67.400000,89.300000,62.000000
1doseMMRVaccinationRaceEthnicity,Hispanic,Region 10,1998,91.400000,85.400000,95.100000,187.000000
1doseMMRVaccinationRaceEthnicity,Native Hawaiian or other Pacific Islander only  non-Hispanic,United States,2003,79.800000,61.300000,90.800000,93.000000
1doseMMRVaccinationRaceEthnicity,White only  non-Hispanic,PA-Rest of State,1997,92.700000,88.600000,95.400000,263.000000
1doseMMRVaccinationFacilityType,Private,Utah,2001,89.900000,83.300000,94.000000,144.000000
1doseMMRVaccinationRaceEthnicity,White only  non-Hispanic,Delaware,2000,88.300000,76.100000,94.700000,63.000000
1doseMMRVaccinationFacilityType,Public,Oregon,1995,86.000000,69.900000,94.200000,40.000000
1doseMMRVaccinationFacilityType,Other,Region  8,1996,88.400000,80.900000,93.200000,200.000000
1doseMMRVaccinationUrbanicity,Living In A Non MSA,Oklahoma,2015,88.500000,70.800000,96.100000,84.000000
1doseMMRVaccinationAge,19-35 Months,North Dakota,2000,91.500000,87.400000,94.400000,320.000000
1doseMMRVaccinationAge,19-35 Months,NY-City of New York,1998,95.300000,91.500000,97.500000,216.000000
1doseMMRVaccinationRaceEthnicity,White only  non-Hispanic,South Carolina,2000,92.200000,84.000000,96.400000,97.000000
1doseMMRVaccinationAge,24 Months,WA-Rest of State,2005,87.200000,81.200000,91.500000,207.000000
1doseMMRVaccinationVFCProgramProvider,Participating,Wisconsin,2007,93.900000,86.000000,97.500000,136.000000
1doseMMRVaccinationRaceEthnicity,Hispanic,North Carolina,2007,99.300000,95.100000,99.900000,41.000000
1doseMMRVaccinationUrbanicity,Living In A Non MSA,Pennsylvania,2001,97.300000,83.200000,99.600000,38.000000
1doseMMRVaccinationRaceEthnicity,Hispanic,Oregon,2010,97.700000,85.200000,99.700000,41.000000
1doseMMRVaccinationAge,19-35 Months,Virginia,2005,93.300000,87.700000,96.400000,266.000000
1doseMMRVaccinationRaceEthnicity,Hispanic,NV-Rest of State,1996,76.200000,59.400000,87.500000,58.000000
1doseMMRVaccinationVFCProgramProvider,Not Participating ,Missouri,2007,93.100000,81.500000,97.600000,57.000000
1doseMMRVaccinationPoverty,Living At or Above Poverty,Alaska,1998,89.500000,84.500000,93.000000,232.000000
1doseMMRVaccinationPoverty,Living Below Poverty,NY-Rest of State,2008,88.200000,73.300000,95.300000,36.000000
1doseMMRVaccinationPoverty,Living At or Above Poverty,Alabama,2001,92.200000,88.000000,95.000000,428.000000
1doseMMRVaccinationPoverty,Living At or Above Poverty,Arizona,2015,93.300000,88.700000,96.100000,174.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,CO-Rest of State,1997,92.300000,85.300000,96.100000,124.000000
1doseMMRVaccinationPoverty,Living Below Poverty,MI-Rest of State,1999,82.600000,58.400000,94.100000,36.000000
1doseMMRVaccinationAge,13 Months,Colorado,2005,47.200000,41.100000,53.400000,394.000000
1doseMMRVaccinationWIC,Not Participating ,Washington,2004,92.300000,87.700000,95.300000,339.000000
1doseMMRVaccinationFacilityType,Other,New Mexico,2017,89.300000,77.600000,95.200000,50.000000
1doseMMRVaccinationAge,19 Months,NY-Rest of State,2002,84.500000,77.400000,89.700000,263.000000
1doseMMRVaccinationFacilityType,Other,Alaska,2011,85.600000,68.900000,94.200000,47.000000
1doseMMRVaccinationPoverty,Living Below Poverty,South Carolina,2014,83.700000,69.200000,92.100000,83.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,Utah,2017,87.600000,79.400000,92.800000,135.000000
1doseMMRVaccinationFacilityType,Public,Florida,2002,91.600000,78.900000,96.900000,90.000000
1doseMMRVaccinationAge,19-35 Months,Delaware,2004,94.500000,89.100000,97.300000,317.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,Virginia,2004,96.400000,91.000000,98.600000,173.000000
1doseMMRVaccinationPoverty,Living At or Above Poverty,Pennsylvania,2017,92.900000,87.800000,96.000000,402.000000
1doseMMRVaccinationFacilityType,Public,IL-City of Chicago,2003,95.500000,84.600000,98.800000,58.000000
1doseMMRVaccinationAge,13 Months,Region  1,2009,47.400000,43.100000,51.700000,1639.000000
1doseMMRVaccinationWIC,Not Participating ,PA-Philadelphia,2014,100.000000,nan,nan,66.000000
1doseMMRVaccinationPoverty,Living Below Poverty,Oklahoma,1997,75.600000,60.900000,86.000000,55.000000
1doseMMRVaccinationPoverty,Living Below Poverty,District of Columbia,1996,86.100000,70.500000,94.200000,59.000000
1doseMMRVaccinationAge,19-35 Months,MI-City of Detroit,1998,86.500000,81.400000,90.400000,248.000000
1doseMMRVaccinationPoverty,Living Below Poverty,CA-Rest of State,1999,90.900000,79.600000,96.200000,94.000000
1doseMMRVaccinationUrbanicity,Living In A Non MSA,New Mexico,2001,86.400000,77.700000,92.000000,143.000000
1doseMMRVaccinationRaceEthnicity,Black only  non-Hispanic,AL-Rest of State,1999,82.700000,68.200000,91.400000,71.000000
1doseMMRVaccinationVFCProgramProvider,Participating,Utah,2007,96.100000,93.000000,97.900000,212.000000
1doseMMRVaccinationFacilityType,Other,Louisiana,2011,92.800000,84.200000,96.900000,50.000000
1doseMMRVaccinationAge,24 Months,Colorado,2005,91.100000,87.300000,93.900000,394.000000
1doseMMRVaccinationFacilityType,Private,South Dakota,2008,92.000000,84.700000,96.000000,149.000000
1doseMMRVaccinationAge,19-35 Months,AL-Jefferson County,2005,92.500000,86.300000,96.000000,208.000000
1doseMMRVaccinationFacilityType,Private,Hawaii,2017,93.500000,84.400000,97.400000,119.000000
1doseMMRVaccinationFacilityType,Public,Arizona,2015,93.900000,83.500000,97.900000,37.000000
1doseMMRVaccinationUrbanicity,Living In An MSA Central City,AL-Rest of State,1998,94.900000,87.800000,98.000000,105.000000
1doseMMRVaccinationPoverty,Living At or Above Poverty,IN-Marion County,1995,92.100000,85.400000,95.800000,148.000000
1doseMMRVaccinationAge,19-35 Months,Florida,2011,90.800000,85.800000,94.100000,346.000000
1doseMMRVaccinationFacilityType,Private,Alaska,2000,91.600000,83.100000,96.000000,92.000000
1doseMMRVaccinationAge,24 Months,Pennsylvania,2010,91.200000,87.600000,93.800000,562.000000
1doseMMRVaccinationFacilityType,Private,South Carolina,2004,91.800000,82.900000,96.300000,158.000000
1doseMMRVaccinationVFCProgramProvider,Not Participating ,California,2017,100.000000,nan,nan,73.000000
1doseMMRVaccinationFacilityType,Other,Ohio,2006,94.500000,87.500000,97.700000,201.000000
1doseMMRVaccinationRaceEthnicity,White only  non-Hispanic,Maryland,2011,98.600000,95.100000,99.600000,229.000000
1doseMMRVaccinationRaceEthnicity,Black only  non-Hispanic,AL-Jefferson County,1998,96.400000,90.400000,98.700000,124.000000
1doseMMRVaccinationPoverty,Living Below Poverty,TX-Bexar County,1998,89.500000,79.800000,94.800000,70.000000
1doseMMRVaccinationAge,19-35 Months,Rhode Island,2002,96.000000,92.300000,98.000000,269.000000
1doseMMRVaccinationUrbanicity,Living In An MSA Central City,Nebraska,1998,90.200000,83.300000,94.400000,128.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,Hawaii,2003,91.900000,84.400000,96.000000,142.000000
1doseMMRVaccinationAge,24 Months,Maryland,2015,94.700000,91.400000,96.700000,361.000000
1doseMMRVaccinationUrbanicity,Living In An MSA Central City,North Carolina,2013,98.200000,94.300000,99.500000,131.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,GA-Fulton/DeKalb Counties,2000,93.800000,89.300000,96.400000,181.000000
1doseMMRVaccinationFacilityType,Public,Alaska,2005,92.500000,78.700000,97.600000,50.000000
1doseMMRVaccinationPoverty,Living Below Poverty,Arizona,1998,84.600000,76.200000,90.400000,124.000000
1doseMMRVaccinationFacilityType,Public,Kentucky,2015,89.300000,67.700000,97.100000,38.000000
1doseMMRVaccinationUrbanicity,Living In A Non MSA,Region  6,2012,91.800000,86.800000,95.000000,453.000000
1doseMMRVaccinationUrbanicity,Living In A Non MSA,Region  5,2010,88.500000,83.500000,92.100000,326.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,Alaska,2012,78.600000,61.600000,89.300000,63.000000
1doseMMRVaccinationFacilityType,Private,MN-Rest of State,2007,96.100000,92.500000,98.000000,172.000000
1doseMMRVaccinationFacilityType,Mixed,Utah,2003,95.300000,82.300000,98.900000,36.000000
1doseMMRVaccinationAge,19-35 Months,Virginia,2016,90.400000,83.200000,94.700000,368.000000
1doseMMRVaccinationPoverty,Living At or Above Poverty,PA-Philadelphia,2011,92.000000,83.000000,96.500000,191.000000
1doseMMRVaccinationRaceEthnicity,Black only  non-Hispanic,Region  3,2011,91.700000,85.900000,95.300000,580.000000
1doseMMRVaccinationAge,24 Months,MI-City of Detroit,1996,75.400000,68.000000,81.500000,216.000000
1doseMMRVaccinationFacilityType,Mixed,Utah,2013,98.000000,86.700000,99.700000,51.000000
1doseMMRVaccinationPoverty,Living Below Poverty,Indiana,2007,83.900000,71.600000,91.500000,137.000000
1doseMMRVaccinationRaceEthnicity,Hispanic,TX-Dallas County,2010,90.400000,82.200000,95.000000,101.000000
1doseMMRVaccinationFacilityType,Other,CA-Rest of State,2003,79.600000,57.500000,91.800000,40.000000
1doseMMRVaccinationAge,24 Months,IL-Rest of State,2005,93.900000,88.700000,96.800000,159.000000
1doseMMRVaccinationWIC,Participating,New Hampshire,2016,94.700000,85.500000,98.200000,76.000000
1doseMMRVaccinationUrbanicity,Living In An MSA Central City,Delaware,2014,92.300000,79.100000,97.400000,86.000000
1doseMMRVaccinationFacilityType,Public,KS-Rest of State,2000,81.100000,68.100000,89.700000,78.000000
1doseMMRVaccinationVFCProgramProvider,Participating,Nebraska,2009,94.100000,90.000000,96.600000,226.000000
1doseMMRVaccinationUrbanicity,Living In A Non MSA,Washington,2007,97.100000,92.600000,98.900000,88.000000
1doseMMRVaccinationRaceEthnicity,White only  non-Hispanic,FL-Miami-Dade County,2007,98.500000,93.900000,99.700000,44.000000
1doseMMRVaccinationPoverty,Living Below Poverty,Region 10,2014,79.600000,69.300000,87.000000,216.000000
1doseMMRVaccinationFacilityType,Private,PA-Rest of State,2003,96.900000,92.600000,98.700000,224.000000
1doseMMRVaccinationUrbanicity,Living In An MSA Central City,Hawaii,2012,96.900000,90.400000,99.100000,78.000000
1doseMMRVaccinationFacilityType,Private,NY-Rest of State,2009,90.000000,83.500000,94.200000,160.000000
1doseMMRVaccinationAge,19 Months,WA-Rest of State,2003,85.800000,80.400000,89.800000,287.000000
1doseMMRVaccinationFacilityType,Other,Texas,2001,87.500000,81.700000,91.700000,356.000000
1doseMMRVaccinationAge,19-35 Months,Alaska,2012,86.200000,80.300000,90.500000,298.000000
1doseMMRVaccinationFacilityType,Other,NY-City of New York,2012,87.300000,74.100000,94.300000,50.000000
1doseMMRVaccinationRaceEthnicity,Asian only  non-Hispanic,United States,2012,89.800000,83.300000,94.000000,633.000000
1doseMMRVaccinationFacilityType,Other,TX-El Paso County,2009,85.600000,71.400000,93.400000,46.000000
1doseMMRVaccinationPoverty,Unknown poverty,Michigan,1999,84.300000,66.500000,93.600000,60.000000
1doseMMRVaccinationUrbanicity,Living In A Non MSA,OH-Rest of State,1995,94.100000,82.900000,98.100000,48.000000
1doseMMRVaccinationWIC,Not Participating ,West Virginia,2011,87.500000,79.300000,92.800000,133.000000
1doseMMRVaccinationAge,24 Months,Minnesota,1999,93.700000,88.600000,96.600000,274.000000
1doseMMRVaccinationPoverty,Living At or Above Poverty,Kentucky,1999,93.100000,87.300000,96.300000,216.000000
1doseMMRVaccinationAge,19-35 Months,TX-City of Houston,2001,83.500000,77.600000,88.100000,249.000000
1doseMMRVaccinationPoverty,Living Below Poverty,Vermont,2017,88.500000,74.000000,95.400000,47.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,NY-Rest of State,2006,95.400000,88.300000,98.300000,161.000000
1doseMMRVaccinationPoverty,Living Below Poverty,CA-Los Angeles County,2002,91.000000,77.100000,96.800000,73.000000
1doseMMRVaccinationRaceEthnicity,Asian only  non-Hispanic,Illinois,2016,93.000000,82.000000,97.500000,51.000000
1doseMMRVaccinationPoverty,Living At or Above Poverty,MO-Rest of State,2007,91.100000,84.900000,95.000000,218.000000
1doseMMRVaccinationPoverty,Unknown poverty,CA-San Diego County,1995,89.800000,74.600000,96.400000,35.000000
1doseMMRVaccinationRaceEthnicity,Hispanic,Region  6,2004,89.600000,85.700000,92.600000,1160.000000
1doseMMRVaccinationVFCProgramProvider,Not Participating ,Region  4,2003,93.900000,89.700000,96.500000,409.000000
1doseMMRVaccinationPoverty,Living Below Poverty,Region  8,2005,91.000000,84.200000,95.100000,224.000000
1doseMMRVaccinationUrbanicity,Living In An MSA Central City,Alabama,2011,93.800000,88.100000,96.800000,141.000000
1doseMMRVaccinationFacilityType,Other,MN-Rest of State,1997,84.800000,73.100000,92.000000,77.000000
1doseMMRVaccinationFacilityType,Public,Region  6,2005,89.700000,83.100000,93.900000,281.000000
1doseMMRVaccinationUrbanicity,Living in an MSA Noncentral City,Louisiana,2015,91.400000,81.200000,96.300000,101.000000
1doseMMRVaccinationAge,13 Months,IL-City of Chicago,2002,52.300000,44.600000,59.800000,280.000000
1doseMMRVaccinationVFCProgramProvider,Participating,Virginia,2000,91.300000,84.900000,95.200000,195.000000
1doseMMRVaccinationRaceEthnicity,Hispanic,Texas,2006,93.100000,90.500000,95.000000,891.000000
1doseMMRVaccinationRaceEthnicity,Black only  non-Hispanic,Louisiana,2014,88.000000,76.200000,94.400000,74.000000
1doseMMRVaccinationVFCProgramProvider,Participating,Hawaii,2015,95.200000,89.400000,97.900000,201.000000
1doseMMRVaccinationPoverty,Living Below Poverty,New York,2001,92.400000,82.700000,96.800000,104.000000
1doseMMRVaccinationUrbanicity,Living In An MSA Central City,Idaho,2013,91.400000,80.400000,96.500000,76.000000
1doseMMRVaccinationFacilityType,Public,IN-Marion County,1997,82.600000,66.100000,92.000000,42.000000
