Dose,Category,Location,Denominator,Coverage,Lower CI,Higher CI,Year
3dosesHepatitisBVaccinationRaceEthnicity,Black only  non-Hispanic,MA,70.000000,89.600000,78.800000,95.300000,1999
3dosesHepatitisBVaccinationAge,19-35 Months,NJ,500.000000,91.800000,86.700000,95.000000,1997
3dosesHepatitisBVaccinationVFCProgramProvider,Participating,IN,287.000000,93.700000,89.500000,96.300000,2011
3dosesHepatitisBVaccinationFacilityType,Other,AR,58.000000,83.200000,63.600000,93.300000,2006
3dosesHepatitisBVaccinationFacilityType,Private,VA,190.000000,88.500000,81.900000,92.900000,1996
3dosesHepatitisBVaccinationAge,13 Months,IN,243.000000,82.200000,75.400000,87.400000,2013
3dosesHepatitisBVaccinationAge,19-35 Months,KY,265.000000,96.000000,92.200000,98.000000,2003
1doseHepatitisBVaccination1dayAge,0-1 days,NY,466.000000,57.200000,51.600000,62.500000,2014
3dosesHepatitisBVaccinationRaceEthnicity,Hispanic,WA,50.000000,86.700000,71.200000,94.500000,2017
3dosesHepatitisBVaccinationPoverty,Living At or Above Poverty,RI,202.000000,92.000000,87.100000,95.100000,1996
3dosesHepatitisBVaccinationFacilityType,Private,MI,343.000000,94.300000,88.400000,97.300000,2004
3dosesHepatitisBVaccinationAge,13 Months,GA,299.000000,86.200000,80.600000,90.300000,2008
2dosesHepatitisBVaccinationAge,13 Months,CA,300.000000,95.000000,90.500000,97.400000,2014
2dosesHepatitisBVaccinationAge,7 Months,NC,313.000000,95.600000,92.800000,97.400000,2000
3dosesHepatitisBVaccinationRaceEthnicity,Black only  non-Hispanic,GA,61.000000,93.800000,82.600000,97.900000,2007
3dosesHepatitisBVaccinationAge,13 Months,NE,250.000000,68.400000,61.300000,74.700000,2006
3dosesHepatitisBVaccinationWIC,Not Participating ,NH,180.000000,94.800000,90.600000,97.100000,2009
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,CT,89.000000,96.100000,87.200000,98.900000,2016
3dosesHepatitisBVaccinationFacilityType,Public,MD,48.000000,78.500000,56.200000,91.200000,2002
3dosesHepatitisBVaccinationRaceEthnicity,White only  non-Hispanic,WI,312.000000,96.400000,92.600000,98.300000,2006
1doseHepatitisBVaccination3dayAge,0-3 days,CA,1548.000000,31.300000,27.100000,35.900000,2006
3dosesHepatitisBVaccinationUrbanicity,Living In A Non MSA,WI,88.000000,94.000000,85.600000,97.600000,2003
2dosesHepatitisBVaccinationAge,5 Months,ME,264.000000,83.600000,77.700000,88.100000,2012
1doseHepatitisBVaccination3dayAge,0-3 days,WA,548.000000,69.100000,64.400000,73.400000,2004
2dosesHepatitisBVaccinationAge,13 Months,MA,593.000000,94.100000,90.600000,96.400000,2002
3dosesHepatitisBVaccinationVFCProgramProvider,Participating,AK,179.000000,86.400000,78.700000,91.600000,2002
1doseHepatitisBVaccination1dayAge,0-1 days,IA,214.000000,65.000000,56.200000,72.800000,2013
1doseHepatitisBVaccination3dayAge,0-3 days,OH,292.000000,77.800000,71.100000,83.400000,2012
2dosesHepatitisBVaccinationAge,5 Months,WA,606.000000,78.400000,74.300000,82.000000,1998
2dosesHepatitisBVaccinationAge,5 Months,CO,238.000000,87.600000,81.100000,92.100000,2016
1doseHepatitisBVaccination2dayAge,0-2 days,MN,265.000000,20.300000,14.600000,27.700000,2007
2dosesHepatitisBVaccinationAge,7 Months,SD,262.000000,91.300000,86.400000,94.600000,2005
3dosesHepatitisBVaccinationRaceEthnicity,Multiple Races  non-Hispanic,US,891.000000,94.400000,91.900000,96.200000,2004
3dosesHepatitisBVaccinationPoverty,Living At or Above Poverty,NY,387.000000,93.900000,90.400000,96.200000,2000
3dosesHepatitisBVaccinationFacilityType,Other,CA,32.000000,82.600000,63.900000,92.700000,2012
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,WV,89.000000,83.800000,71.700000,91.400000,2017
3dosesHepatitisBVaccinationAge,13 Months,LA,568.000000,72.800000,66.700000,78.100000,2004
3dosesHepatitisBVaccinationPoverty,Living Below Poverty,ND,49.000000,94.100000,82.900000,98.100000,2000
3dosesHepatitisBVaccinationVFCProgramProvider,Participating,AR,200.000000,95.200000,89.500000,97.900000,2014
3dosesHepatitisBVaccinationPoverty,Living Below Poverty,FL,137.000000,83.700000,73.500000,90.400000,1996
3dosesHepatitisBVaccinationAge,19-35 Months,HI,214.000000,95.200000,91.300000,97.400000,2007
3dosesHepatitisBVaccinationUrbanicity,Living In A Non MSA,NC,95.000000,96.300000,83.200000,99.300000,2004
3dosesHepatitisBVaccinationRaceEthnicity,Hispanic,CT,45.000000,99.000000,93.100000,99.900000,2013
1doseHepatitisBVaccination1dayAge,0-1 days,IL,657.000000,61.400000,56.000000,66.500000,2010
1doseHepatitisBVaccination3dayAge,0-3 days,GA,270.000000,78.400000,70.200000,84.900000,2014
3dosesHepatitisBVaccinationPoverty,Living At or Above Poverty,UT,207.000000,91.000000,85.600000,94.400000,2013
3dosesHepatitisBVaccinationAge,19-35 Months,CO,215.000000,65.900000,58.300000,72.800000,1995
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,MO,68.000000,89.900000,75.900000,96.100000,2000
3dosesHepatitisBVaccinationPoverty,Unknown poverty,NV,39.000000,81.200000,65.300000,90.900000,2001
3dosesHepatitisBVaccinationRaceEthnicity,Hispanic,GA,41.000000,100.000000,nan,nan,2016
3dosesHepatitisBVaccinationPoverty,Living At or Above Poverty,OK,177.000000,98.300000,96.000000,99.300000,2014
3dosesHepatitisBVaccinationRaceEthnicity,White only  non-Hispanic,NH,199.000000,94.600000,90.200000,97.100000,2009
3dosesHepatitisBVaccinationVFCProgramProvider,Participating,KY,194.000000,96.800000,91.500000,98.800000,2011
3dosesHepatitisBVaccinationAge,24 Months,IA,262.000000,93.500000,89.300000,96.200000,2008
2dosesHepatitisBVaccinationAge,7 Months,MD,546.000000,88.400000,83.900000,91.700000,2004
3dosesHepatitisBVaccinationFacilityType,Other,ND,121.000000,96.600000,91.700000,98.700000,2015
1doseHepatitisBVaccination3dayAge,0-3 days,ND,234.000000,87.500000,82.000000,91.500000,2015
3dosesHepatitisBVaccinationAge,19-35 Months,MT,268.000000,86.600000,80.300000,91.100000,2008
1doseHepatitisBVaccination1dayAge,0-1 days,NJ,260.000000,26.900000,20.800000,34.100000,2007
3dosesHepatitisBVaccinationPoverty,Unknown poverty,OK,43.000000,86.600000,66.000000,95.600000,2000
3dosesHepatitisBVaccinationAge,24 Months,TX,1199.000000,91.000000,88.100000,93.300000,2005
1doseHepatitisBVaccinationAge,3 Months,ME,264.000000,91.300000,87.000000,94.300000,2012
1doseHepatitisBVaccinationAge,3 Months,WY,287.000000,81.100000,74.700000,86.200000,2001
1doseHepatitisBVaccination1dayAge,0-1 days,UT,249.000000,74.700000,67.700000,80.600000,2017
1doseHepatitisBVaccination2dayAge,0-2 days,MD,361.000000,74.600000,66.000000,81.600000,2017
3dosesHepatitisBVaccinationRaceEthnicity,Black only  non-Hispanic,NC,39.000000,76.300000,58.500000,88.000000,1995
3dosesHepatitisBVaccinationPoverty,Unknown poverty,CA,215.000000,81.600000,73.800000,87.500000,1996
2dosesHepatitisBVaccinationAge,13 Months,AK,269.000000,91.800000,87.900000,94.600000,2010
3dosesHepatitisBVaccinationAge,19 Months,TX,1379.000000,87.400000,84.300000,89.900000,2010
3dosesHepatitisBVaccinationWIC,Not Participating ,AR,106.000000,91.900000,80.200000,97.000000,2017
2dosesHepatitisBVaccinationAge,5 Months,DE,286.000000,75.100000,69.200000,80.300000,1998
3dosesHepatitisBVaccinationAge,19 Months,NC,318.000000,93.100000,87.900000,96.100000,2008
3dosesHepatitisBVaccinationAge,19 Months,WA,447.000000,82.900000,77.500000,87.200000,2007
3dosesHepatitisBVaccinationAge,7 Months,SD,230.000000,73.900000,66.600000,80.100000,2009
3dosesHepatitisBVaccinationRaceEthnicity,Black only  non-Hispanic,IL,68.000000,92.900000,84.300000,97.000000,2003
3dosesHepatitisBVaccinationWIC,Not Participating ,LA,79.000000,92.100000,83.900000,96.300000,2013
3dosesHepatitisBVaccinationAge,24 Months,NM,244.000000,91.100000,85.500000,94.600000,2015
1doseHepatitisBVaccination2dayAge,0-2 days,NV,202.000000,70.400000,62.600000,77.200000,2016
3dosesHepatitisBVaccinationRaceEthnicity,Hispanic,WI,34.000000,74.900000,48.900000,90.300000,2014
2dosesHepatitisBVaccinationAge,13 Months,WI,307.000000,92.400000,87.700000,95.400000,2011
3dosesHepatitisBVaccinationPoverty,Living Below Poverty,NM,84.000000,92.300000,81.100000,97.100000,2015
1doseHepatitisBVaccinationAge,3 Months,IN,301.000000,94.600000,90.500000,97.000000,2008
3dosesHepatitisBVaccinationAge,13 Months,FL,807.000000,81.400000,76.800000,85.300000,2000
2dosesHepatitisBVaccinationAge,7 Months,NV,202.000000,86.700000,80.100000,91.300000,2016
3dosesHepatitisBVaccinationPoverty,Living Below Poverty,VA,34.000000,91.900000,76.700000,97.500000,1998
3dosesHepatitisBVaccinationPoverty,Living Below Poverty,KS,36.000000,81.800000,62.200000,92.500000,2000
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,DE,130.000000,95.000000,84.200000,98.600000,2004
3dosesHepatitisBVaccinationAge,7 Months,MI,212.000000,52.800000,45.000000,60.600000,2013
3dosesHepatitisBVaccinationUrbanicity,Living in an MSA Noncentral City,GA,338.000000,92.700000,85.400000,96.500000,2004
3dosesHepatitisBVaccinationVFCProgramProvider,Not Participating ,AL,90.000000,95.400000,89.100000,98.100000,2008
3dosesHepatitisBVaccinationPoverty,Unknown poverty,US,2420.000000,88.700000,86.200000,90.800000,2001
1doseHepatitisBVaccination3dayAge,0-3 days,MS,377.000000,67.300000,61.200000,72.900000,2008
3dosesHepatitisBVaccinationUrbanicity,Living in an MSA Noncentral City,OR,111.000000,92.600000,83.800000,96.800000,2004
1doseHepatitisBVaccination2dayAge,0-2 days,SC,364.000000,55.900000,50.000000,61.700000,2007
3dosesHepatitisBVaccinationAge,19-35 Months,MD,546.000000,93.900000,89.500000,96.500000,2004
3dosesHepatitisBVaccinationFacilityType,Mixed,IN,44.000000,87.400000,70.500000,95.300000,1999
2dosesHepatitisBVaccinationAge,7 Months,MO,229.000000,90.200000,84.300000,94.000000,2017
2dosesHepatitisBVaccinationAge,7 Months,VT,257.000000,88.600000,83.100000,92.400000,2012
3dosesHepatitisBVaccinationPoverty,Living At or Above Poverty,VT,262.000000,86.800000,82.100000,90.300000,1997
3dosesHepatitisBVaccinationUrbanicity,Living in an MSA Noncentral City,MD,222.000000,92.300000,85.600000,96.000000,2006
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,KS,77.000000,98.400000,92.900000,99.600000,2016
3dosesHepatitisBVaccinationAge,24 Months,MT,303.000000,70.900000,65.200000,76.000000,1996
3dosesHepatitisBVaccinationUrbanicity,Living in an MSA Noncentral City,LA,72.000000,93.900000,83.200000,97.900000,2010
1doseHepatitisBVaccination2dayAge,0-2 days,VA,225.000000,41.200000,32.900000,50.100000,2008
2dosesHepatitisBVaccinationAge,13 Months,IL,494.000000,96.000000,93.800000,97.500000,2016
3dosesHepatitisBVaccinationUrbanicity,Living in an MSA Noncentral City,KY,76.000000,87.600000,75.500000,94.200000,2000
3dosesHepatitisBVaccinationPoverty,Living Below Poverty,SC,45.000000,87.300000,67.900000,95.700000,2004
3dosesHepatitisBVaccinationFacilityType,Private,WV,190.000000,96.700000,93.300000,98.400000,2008
1doseHepatitisBVaccination2dayAge,0-2 days,TX,1596.000000,50.400000,45.800000,55.100000,2001
3dosesHepatitisBVaccinationFacilityType,Private,OR,153.000000,85.100000,76.700000,90.900000,2016
3dosesHepatitisBVaccinationAge,19-35 Months,GA,286.000000,94.200000,89.200000,96.900000,2015
3dosesHepatitisBVaccinationAge,24 Months,LA,304.000000,92.500000,86.600000,95.900000,2012
1doseHepatitisBVaccination1dayAge,0-1 days,OR,254.000000,70.300000,63.200000,76.600000,2017
3dosesHepatitisBVaccinationPoverty,Living Below Poverty,TX,441.000000,88.200000,82.800000,92.100000,2004
3dosesHepatitisBVaccinationAge,7 Months,DE,266.000000,46.500000,39.000000,54.100000,2012
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,HI,73.000000,90.100000,78.500000,95.800000,2000
3dosesHepatitisBVaccinationWIC,Participating,MI,113.000000,87.200000,75.500000,93.700000,2007
3dosesHepatitisBVaccinationFacilityType,Other,NJ,164.000000,81.200000,66.200000,90.500000,2001
1doseHepatitisBVaccinationAge,3 Months,GA,270.000000,94.800000,89.000000,97.600000,2014
3dosesHepatitisBVaccinationRaceEthnicity,White only  non-Hispanic,GA,182.000000,95.400000,90.500000,97.800000,2008
3dosesHepatitisBVaccinationVFCProgramProvider,Participating,NV,173.000000,89.300000,83.100000,93.400000,2007
3dosesHepatitisBVaccinationFacilityType,Mixed,ID,46.000000,93.400000,81.100000,97.900000,2017
3dosesHepatitisBVaccinationUrbanicity,Living in an MSA Noncentral City,IL,140.000000,92.500000,85.300000,96.400000,2006
2dosesHepatitisBVaccinationAge,5 Months,SC,309.000000,91.500000,87.300000,94.400000,2000
3dosesHepatitisBVaccinationFacilityType,Private,MO,102.000000,65.900000,54.700000,75.600000,1995
1doseHepatitisBVaccinationAge,3 Months,LA,287.000000,92.800000,85.200000,96.600000,2006
2dosesHepatitisBVaccinationAge,13 Months,MT,220.000000,90.800000,84.900000,94.500000,2013
3dosesHepatitisBVaccinationPoverty,Living At or Above Poverty,PA,417.000000,96.800000,93.800000,98.300000,2003
3dosesHepatitisBVaccinationVFCProgramProvider,Participating,NE,242.000000,90.900000,85.500000,94.500000,2003
3dosesHepatitisBVaccinationAge,19 Months,DC,269.000000,92.000000,87.200000,95.100000,2008
3dosesHepatitisBVaccinationAge,19-35 Months,CT,386.000000,94.100000,90.900000,96.300000,2011
3dosesHepatitisBVaccinationWIC,Not Participating ,VT,158.000000,87.100000,79.300000,92.300000,2004
3dosesHepatitisBVaccinationUrbanicity,Living in an MSA Noncentral City,AL,60.000000,92.800000,73.700000,98.300000,2013
1doseHepatitisBVaccination2dayAge,0-2 days,AR,347.000000,73.100000,66.000000,79.200000,2008
3dosesHepatitisBVaccinationAge,7 Months,MS,284.000000,61.600000,54.200000,68.600000,2006
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,NY,360.000000,90.200000,84.300000,94.000000,2011
2dosesHepatitisBVaccinationAge,13 Months,HI,293.000000,93.800000,90.200000,96.100000,2003
3dosesHepatitisBVaccinationUrbanicity,Living in an MSA Noncentral City,MO,82.000000,91.800000,80.200000,96.800000,2015
3dosesHepatitisBVaccinationVFCProgramProvider,Participating,WI,370.000000,93.800000,90.700000,96.000000,2002
3dosesHepatitisBVaccinationWIC,Not Participating ,ID,175.000000,86.800000,80.300000,91.400000,2010
3dosesHepatitisBVaccinationRaceEthnicity,Hispanic,NJ,70.000000,94.600000,85.300000,98.200000,2011
2dosesHepatitisBVaccinationAge,13 Months,KY,350.000000,96.000000,92.800000,97.800000,2009
3dosesHepatitisBVaccinationRaceEthnicity,Black only  non-Hispanic,US,1589.000000,92.100000,90.100000,93.800000,2010
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,FL,179.000000,92.200000,85.300000,96.000000,2009
1doseHepatitisBVaccination1dayAge,0-1 days,MS,245.000000,58.600000,50.900000,66.000000,2007
3dosesHepatitisBVaccinationFacilityType,Private,US,8504.000000,94.100000,93.100000,95.000000,2015
3dosesHepatitisBVaccinationFacilityType,Mixed,CA,57.000000,99.100000,96.300000,99.800000,2003
1doseHepatitisBVaccinationAge,3 Months,MO,269.000000,85.700000,80.200000,89.800000,2001
1doseHepatitisBVaccinationAge,3 Months,FL,807.000000,92.700000,89.400000,95.100000,2000
1doseHepatitisBVaccination3dayAge,0-3 days,WI,222.000000,55.800000,48.200000,63.200000,2008
3dosesHepatitisBVaccinationPoverty,Living Below Poverty,IN,111.000000,98.100000,95.400000,99.200000,2003
2dosesHepatitisBVaccinationAge,5 Months,GA,274.000000,92.400000,88.100000,95.200000,2016
1doseHepatitisBVaccination3dayAge,0-3 days,OR,296.000000,66.500000,58.700000,73.600000,2011
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,NJ,281.000000,87.500000,71.300000,95.200000,1999
3dosesHepatitisBVaccinationFacilityType,Other,LA,52.000000,91.600000,81.700000,96.400000,2009
3dosesHepatitisBVaccinationFacilityType,Public,MT,54.000000,95.400000,88.400000,98.300000,2012
3dosesHepatitisBVaccinationPoverty,Living At or Above Poverty,MA,247.000000,95.500000,91.500000,97.600000,2015
3dosesHepatitisBVaccinationUrbanicity,Living In A Non MSA,AK,167.000000,85.000000,78.600000,89.800000,2001
1doseHepatitisBVaccination1dayAge,0-1 days,VT,257.000000,21.700000,16.700000,27.700000,2012
1doseHepatitisBVaccination1dayAge,0-1 days,WI,317.000000,50.000000,43.100000,56.900000,2009
3dosesHepatitisBVaccinationFacilityType,Private,ME,64.000000,79.900000,65.200000,89.400000,2013
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,TX,1188.000000,85.800000,81.800000,89.100000,2000
1doseHepatitisBVaccination2dayAge,0-2 days,DC,301.000000,56.800000,49.500000,63.900000,2007
3dosesHepatitisBVaccinationRaceEthnicity,White only  non-Hispanic,MT,271.000000,74.000000,68.200000,79.100000,1996
3dosesHepatitisBVaccinationVFCProgramProvider,Participating,MO,241.000000,95.700000,91.900000,97.700000,2003
3dosesHepatitisBVaccinationAge,13 Months,CA,283.000000,86.900000,79.900000,91.700000,2013
1doseHepatitisBVaccinationAge,3 Months,NC,267.000000,94.800000,90.300000,97.300000,2016
3dosesHepatitisBVaccinationAge,19 Months,SD,257.000000,32.100000,26.000000,39.000000,1995
3dosesHepatitisBVaccinationWIC,Participating,OR,97.000000,84.900000,73.600000,91.900000,2007
1doseHepatitisBVaccination2dayAge,0-2 days,NH,232.000000,55.200000,47.200000,63.000000,2010
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,CO,129.000000,81.000000,72.500000,87.400000,2001
3dosesHepatitisBVaccinationWIC,Participating,IN,111.000000,91.500000,82.200000,96.200000,2015
3dosesHepatitisBVaccinationAge,7 Months,OR,256.000000,54.800000,47.700000,61.700000,2016
3dosesHepatitisBVaccinationAge,19 Months,DE,251.000000,88.300000,82.200000,92.500000,2009
2dosesHepatitisBVaccinationAge,7 Months,IL,617.000000,88.100000,84.300000,91.100000,2000
3dosesHepatitisBVaccinationFacilityType,Public,PA,48.000000,86.500000,56.600000,96.900000,2013
3dosesHepatitisBVaccinationWIC,Not Participating ,IN,300.000000,92.500000,86.400000,95.900000,2004
3dosesHepatitisBVaccinationVFCProgramProvider,Participating,WV,221.000000,88.200000,80.800000,92.900000,2012
3dosesHepatitisBVaccinationRaceEthnicity,White only  non-Hispanic,LA,283.000000,91.600000,86.400000,94.900000,2003
2dosesHepatitisBVaccinationAge,5 Months,CT,281.000000,89.300000,84.800000,92.600000,1998
3dosesHepatitisBVaccinationPoverty,Living At or Above Poverty,MN,234.000000,90.500000,85.500000,93.900000,1999
3dosesHepatitisBVaccinationAge,19-35 Months,NE,302.000000,93.700000,89.600000,96.300000,2004
3dosesHepatitisBVaccinationAge,19 Months,NV,297.000000,86.800000,80.700000,91.200000,2014
3dosesHepatitisBVaccinationRaceEthnicity,Hispanic,UT,43.000000,87.800000,70.100000,95.700000,2007
1doseHepatitisBVaccination2dayAge,0-2 days,AK,278.000000,63.300000,55.900000,70.100000,2011
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,AK,100.000000,92.600000,83.700000,96.800000,2004
3dosesHepatitisBVaccinationRaceEthnicity,Black only  non-Hispanic,MD,131.000000,94.000000,76.500000,98.700000,2005
3dosesHepatitisBVaccinationFacilityType,Private,NC,166.000000,95.600000,91.400000,97.800000,2000
2dosesHepatitisBVaccinationAge,7 Months,ND,222.000000,96.200000,92.900000,98.000000,2017
1doseHepatitisBVaccination3dayAge,0-3 days,WY,257.000000,64.800000,57.400000,71.500000,2012
1doseHepatitisBVaccinationAge,3 Months,WA,222.000000,93.400000,88.000000,96.500000,2013
3dosesHepatitisBVaccinationFacilityType,Mixed,UT,37.000000,100.000000,nan,nan,2001
3dosesHepatitisBVaccinationAge,19 Months,MO,255.000000,82.300000,76.100000,87.200000,1998
3dosesHepatitisBVaccinationUrbanicity,Living in an MSA Noncentral City,ID,70.000000,78.500000,65.800000,87.300000,1999
3dosesHepatitisBVaccinationFacilityType,Mixed,TX,131.000000,96.200000,83.500000,99.200000,2000
3dosesHepatitisBVaccinationRaceEthnicity,White only  non-Hispanic,IN,234.000000,93.100000,86.600000,96.600000,2014
3dosesHepatitisBVaccinationFacilityType,Private,RI,168.000000,97.400000,93.700000,99.000000,2003
2dosesHepatitisBVaccinationAge,5 Months,PA,754.000000,87.600000,83.100000,91.000000,2006
1doseHepatitisBVaccination3dayAge,0-3 days,AK,269.000000,71.200000,64.800000,76.800000,2010
3dosesHepatitisBVaccinationUrbanicity,Living in an MSA Noncentral City,KS,70.000000,88.000000,76.300000,94.300000,2003
2dosesHepatitisBVaccinationAge,13 Months,VT,331.000000,93.000000,88.800000,95.700000,2009
2dosesHepatitisBVaccinationAge,13 Months,NM,270.000000,84.200000,78.600000,88.500000,1996
3dosesHepatitisBVaccinationFacilityType,Public,WI,73.000000,93.600000,85.600000,97.300000,2001
3dosesHepatitisBVaccinationPoverty,Living Below Poverty,MI,136.000000,91.300000,83.500000,95.600000,2000
3dosesHepatitisBVaccinationAge,7 Months,NY,566.000000,52.900000,47.900000,57.800000,2015
3dosesHepatitisBVaccinationFacilityType,Public,MA,53.000000,98.800000,94.600000,99.700000,2006
2dosesHepatitisBVaccinationAge,13 Months,AL,532.000000,97.700000,95.600000,98.800000,2003
1doseHepatitisBVaccination2dayAge,0-2 days,IL,494.000000,70.300000,65.300000,74.900000,2016
2dosesHepatitisBVaccinationAge,13 Months,WA,447.000000,88.500000,83.500000,92.100000,2007
3dosesHepatitisBVaccinationRaceEthnicity,White only  non-Hispanic,CO,198.000000,85.500000,77.300000,91.000000,2004
3dosesHepatitisBVaccinationAge,7 Months,FL,921.000000,30.400000,25.700000,35.500000,2006
2dosesHepatitisBVaccinationAge,13 Months,RI,239.000000,96.000000,92.200000,98.000000,2016
3dosesHepatitisBVaccinationUrbanicity,Living in an MSA Noncentral City,ME,94.000000,92.400000,83.100000,96.800000,2005
1doseHepatitisBVaccinationAge,3 Months,NJ,587.000000,95.500000,92.600000,97.300000,1999
3dosesHepatitisBVaccinationPoverty,Living Below Poverty,GA,52.000000,96.600000,82.900000,99.400000,2007
3dosesHepatitisBVaccinationAge,7 Months,IA,214.000000,66.900000,58.400000,74.400000,2013
1doseHepatitisBVaccination2dayAge,0-2 days,VT,290.000000,37.100000,30.700000,44.100000,2004
1doseHepatitisBVaccination3dayAge,0-3 days,NC,261.000000,81.300000,74.600000,86.600000,2015
1doseHepatitisBVaccination2dayAge,0-2 days,MS,286.000000,40.100000,33.100000,47.600000,2001
3dosesHepatitisBVaccinationPoverty,Unknown poverty,WA,64.000000,69.500000,54.300000,81.400000,1995
2dosesHepatitisBVaccinationAge,5 Months,OH,922.000000,81.500000,77.200000,85.100000,1999
1doseHepatitisBVaccinationAge,3 Months,TX,1422.000000,94.000000,91.700000,95.700000,2006
3dosesHepatitisBVaccinationAge,19-35 Months,TX,1683.000000,90.600000,88.100000,92.600000,2011
1doseHepatitisBVaccination1dayAge,0-1 days,KS,242.000000,62.700000,55.100000,69.800000,2007
3dosesHepatitisBVaccinationUrbanicity,Living In A Non MSA,WI,90.000000,77.800000,66.400000,86.100000,1996
3dosesHepatitisBVaccinationRaceEthnicity,Hispanic,IL,175.000000,96.200000,91.800000,98.300000,2006
1doseHepatitisBVaccination3dayAge,0-3 days,MO,290.000000,43.500000,37.200000,50.100000,2003
3dosesHepatitisBVaccinationRaceEthnicity,Multiple Races  non-Hispanic,AK,40.000000,85.600000,66.000000,94.800000,2014
3dosesHepatitisBVaccinationFacilityType,Private,NM,137.000000,91.400000,83.600000,95.700000,2003
1doseHepatitisBVaccinationAge,3 Months,NE,243.000000,94.400000,90.200000,96.900000,2010
3dosesHepatitisBVaccinationAge,13 Months,VT,246.000000,87.500000,82.100000,91.500000,2014
3dosesHepatitisBVaccinationVFCProgramProvider,Not Participating ,CO,52.000000,78.000000,55.100000,91.100000,2013
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,IA,70.000000,95.400000,81.600000,99.000000,2007
3dosesHepatitisBVaccinationPoverty,Living Below Poverty,WV,81.000000,78.000000,64.000000,87.700000,2012
3dosesHepatitisBVaccinationAge,19-35 Months,DE,235.000000,96.300000,92.600000,98.200000,2006
3dosesHepatitisBVaccinationFacilityType,Other,HI,55.000000,80.700000,62.800000,91.200000,2002
2dosesHepatitisBVaccinationAge,5 Months,RI,303.000000,94.900000,91.000000,97.200000,2006
3dosesHepatitisBVaccinationPoverty,Living Below Poverty,PA,77.000000,90.300000,62.700000,98.100000,2005
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,AR,79.000000,94.900000,87.400000,98.100000,2015
1doseHepatitisBVaccination2dayAge,0-2 days,WV,288.000000,34.500000,28.500000,41.100000,2001
3dosesHepatitisBVaccinationFacilityType,Private,ID,96.000000,97.300000,90.700000,99.300000,2014
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,WA,148.000000,93.400000,87.700000,96.600000,2017
2dosesHepatitisBVaccinationAge,13 Months,MO,188.000000,92.000000,86.700000,95.300000,2013
2dosesHepatitisBVaccinationAge,5 Months,MT,287.000000,82.800000,77.300000,87.100000,1999
3dosesHepatitisBVaccinationAge,19 Months,MS,303.000000,91.300000,85.100000,95.100000,2012
2dosesHepatitisBVaccinationAge,13 Months,KS,297.000000,87.200000,81.000000,91.600000,2012
3dosesHepatitisBVaccinationAge,7 Months,ND,273.000000,56.900000,49.900000,63.500000,2003
3dosesHepatitisBVaccinationUrbanicity,Living in an MSA Noncentral City,GA,369.000000,93.600000,88.900000,96.400000,2001
3dosesHepatitisBVaccinationWIC,Not Participating ,NV,142.000000,81.100000,71.400000,88.100000,2006
3dosesHepatitisBVaccinationPoverty,Living Below Poverty,NJ,50.000000,94.600000,79.300000,98.700000,2015
3dosesHepatitisBVaccinationPoverty,Unknown poverty,DE,48.000000,81.500000,66.400000,90.800000,1996
1doseHepatitisBVaccinationAge,3 Months,VA,273.000000,93.700000,89.500000,96.300000,2004
3dosesHepatitisBVaccinationWIC,Participating,SC,150.000000,96.100000,89.300000,98.600000,2008
3dosesHepatitisBVaccinationFacilityType,Public,TN,117.000000,89.200000,81.300000,94.000000,2004
3dosesHepatitisBVaccinationUrbanicity,Living In An MSA Central City,LA,111.000000,94.400000,87.900000,97.500000,2009
2dosesHepatitisBVaccinationAge,5 Months,CA,1014.000000,75.400000,71.600000,78.900000,1998
3dosesHepatitisBVaccinationRaceEthnicity,Black only  non-Hispanic,OK,33.000000,92.900000,78.400000,97.900000,2001
3dosesHepatitisBVaccinationAge,19-35 Months,NV,287.000000,87.900000,82.900000,91.600000,2012
2dosesHepatitisBVaccinationAge,13 Months,TX,1500.000000,94.500000,91.900000,96.400000,2015
3dosesHepatitisBVaccinationRaceEthnicity,White only  non-Hispanic,MO,239.000000,90.000000,83.300000,94.200000,2008
1doseHepatitisBVaccination1dayAge,0-1 days,DE,290.000000,50.200000,43.100000,57.300000,2008
3dosesHepatitisBVaccinationRaceEthnicity,Hispanic,NV,82.000000,83.600000,73.000000,90.500000,1998
3dosesHepatitisBVaccinationVFCProgramProvider,Not Participating ,MS,47.000000,97.300000,83.300000,99.600000,2009
