dose,category,location,year,coverage,low,high,size
1doseVaricellaVaccinationFacilityType,Public,Oregon,2009,92.000000,78.200000,97.300000,33.000000
1doseVaricellaVaccinationAge,13 Months,Oregon,2003,45.800000,39.100000,52.600000,262.000000
1doseVaricellaVaccinationAge,24 Months,Alaska,2005,77.800000,70.800000,83.500000,186.000000
1doseVaricellaVaccinationFacilityType,Mixed,Iowa,2010,94.200000,83.000000,98.200000,47.000000
1doseVaricellaVaccinationAge,13 Months,FL-Miami-Dade County,2004,42.800000,35.700000,50.200000,268.000000
1doseVaricellaVaccinationAge,24 Months,Florida,1998,32.600000,28.000000,37.600000,769.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,New York,2012,89.600000,85.400000,92.700000,350.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,North Carolina,2007,94.800000,88.000000,97.900000,199.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,CO-Rest of State,1998,39.000000,31.800000,46.800000,187.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,AL-Jefferson County,1999,79.700000,72.300000,85.500000,178.000000
1doseVaricellaVaccinationFacilityType,Other,CA-Santa Clara County,2001,78.600000,66.700000,87.000000,68.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,Oregon,2012,84.700000,78.100000,89.500000,242.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,TX-Rest of State,2014,91.600000,85.800000,95.200000,328.000000
1doseVaricellaVaccinationPoverty,Unknown poverty,New York,2001,78.500000,65.200000,87.700000,95.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Utah,1999,52.800000,41.800000,63.500000,103.000000
1doseVaricellaVaccinationRaceEthnicity,Multiple Races  non-Hispanic,California,2005,96.600000,89.700000,98.900000,46.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Montana,2010,81.900000,74.100000,87.800000,194.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,TX-Dallas County,2011,90.500000,81.800000,95.300000,118.000000
1doseVaricellaVaccinationFacilityType,Private,New Jersey,2007,94.800000,87.700000,97.900000,230.000000
1doseVaricellaVaccinationAge,13 Months,Tennessee,2009,57.200000,50.500000,63.700000,339.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,MN-Twin Cities,2008,90.900000,85.700000,94.300000,200.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,Region  2,1999,59.700000,54.600000,64.600000,492.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,IN-Rest of State,2002,70.800000,61.100000,79.000000,137.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Pennsylvania,1998,65.600000,58.300000,72.200000,325.000000
1doseVaricellaVaccinationAge,19-35 Months,Region  1,2000,75.000000,72.300000,77.600000,2130.000000
1doseVaricellaVaccinationFacilityType,Public,Alabama,1999,74.500000,62.200000,83.900000,116.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Nevada,1998,26.100000,15.400000,40.600000,49.000000
1doseVaricellaVaccinationAge,24 Months,TX-Dallas County,2017,94.100000,87.900000,97.200000,167.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,Ohio,2001,70.100000,64.500000,75.100000,683.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,Kansas,2000,59.200000,50.600000,67.200000,179.000000
1doseVaricellaVaccinationFacilityType,Public,North Dakota,2000,48.900000,37.300000,60.600000,85.000000
1doseVaricellaVaccinationAge,24 Months,Colorado,2012,88.400000,82.400000,92.600000,266.000000
1doseVaricellaVaccinationFacilityType,Public,Region  8,2016,84.700000,70.300000,92.800000,172.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,Colorado,2017,86.800000,79.300000,91.900000,175.000000
1doseVaricellaVaccinationPoverty,Unknown poverty,Pennsylvania,2004,89.200000,69.200000,96.800000,54.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,South Carolina,2001,81.800000,72.900000,88.300000,122.000000
1doseVaricellaVaccinationFacilityType,Private,MN-Twin Cities,2008,93.500000,88.400000,96.400000,166.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Hawaii,2002,73.200000,57.100000,84.900000,50.000000
1doseVaricellaVaccinationAge,19 Months,Illinois,2009,85.400000,80.600000,89.200000,631.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Region  9,2014,89.100000,82.200000,93.500000,641.000000
1doseVaricellaVaccinationAge,13 Months,Wyoming,2002,39.100000,32.800000,45.700000,268.000000
1doseVaricellaVaccinationFacilityType,Mixed,Ohio,2010,96.400000,78.600000,99.500000,48.000000
1doseVaricellaVaccinationAge,19 Months,Region 10,2011,82.300000,78.100000,85.800000,1151.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,WA-Rest of State,2004,81.700000,74.600000,87.100000,199.000000
1doseVaricellaVaccinationFacilityType,Private,IL-City of Chicago,1999,40.400000,31.000000,50.500000,127.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Colorado,2016,87.600000,68.900000,95.700000,36.000000
1doseVaricellaVaccinationFacilityType,Other,Nevada,2006,73.600000,60.400000,83.700000,94.000000
1doseVaricellaVaccinationAge,24 Months,NY-Rest of State,1998,38.100000,31.900000,44.800000,252.000000
1doseVaricellaVaccinationFacilityType,Private,TX-El Paso County,2004,87.900000,80.000000,93.000000,145.000000
1doseVaricellaVaccinationAge,24 Months,Delaware,1997,21.800000,17.000000,27.500000,283.000000
1doseVaricellaVaccinationFacilityType,Private,West Virginia,2001,77.000000,69.100000,83.300000,158.000000
1doseVaricellaVaccinationWIC,Participating,Alaska,2004,75.900000,66.300000,83.500000,165.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Illinois,2007,83.800000,61.600000,94.300000,36.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Region 10,1999,37.500000,32.300000,43.000000,517.000000
1doseVaricellaVaccinationFacilityType,Mixed,Nevada,2009,91.600000,81.700000,96.400000,58.000000
1doseVaricellaVaccinationAge,19-35 Months,Arkansas,2017,91.200000,85.900000,94.600000,258.000000
1doseVaricellaVaccinationAge,24 Months,Vermont,2004,67.800000,61.200000,73.900000,290.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,OH-Rest of State,2006,86.100000,78.600000,91.300000,166.000000
1doseVaricellaVaccinationWIC,Participating,Hawaii,2013,93.800000,86.200000,97.300000,105.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Region  6,2015,88.800000,83.000000,92.800000,374.000000
1doseVaricellaVaccinationFacilityType,Private,TX-Bexar County,2011,94.500000,88.500000,97.400000,263.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,PA-Rest of State,1998,56.300000,48.100000,64.200000,162.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,TX-El Paso County,2016,98.100000,94.700000,99.300000,175.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,IL-City of Chicago,2013,87.900000,79.700000,93.000000,119.000000
1doseVaricellaVaccinationRaceEthnicity,Asian only  non-Hispanic,United States,2005,91.900000,87.000000,95.100000,534.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Kansas,2008,75.800000,51.900000,90.100000,33.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,North Carolina,2005,94.000000,86.200000,97.500000,75.000000
1doseVaricellaVaccinationFacilityType,Private,NJ-Rest of State,2004,87.300000,80.500000,92.000000,241.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,TX-Bexar County,2015,89.400000,81.600000,94.100000,140.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,MD-Rest of State,1999,72.000000,64.400000,78.500000,192.000000
1doseVaricellaVaccinationAge,19-35 Months,Pennsylvania,1996,25.200000,21.000000,29.800000,523.000000
1doseVaricellaVaccinationAge,19 Months,NY-Rest of State,2009,80.900000,74.200000,86.300000,233.000000
1doseVaricellaVaccinationAge,13 Months,United States,2007,54.600000,53.300000,55.900000,17017.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,MO-Rest of State,2002,80.100000,73.900000,85.100000,215.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,Alabama,1997,35.800000,26.600000,46.100000,202.000000
1doseVaricellaVaccinationAge,13 Months,West Virginia,2010,41.900000,35.700000,48.300000,304.000000
1doseVaricellaVaccinationAge,13 Months,GA-Rest of State,2002,67.000000,60.600000,72.800000,305.000000
1doseVaricellaVaccinationWIC,Not Participating ,North Dakota,2016,85.400000,76.900000,91.100000,146.000000
1doseVaricellaVaccinationFacilityType,Private,Rhode Island,2012,93.100000,88.000000,96.100000,223.000000
1doseVaricellaVaccinationPoverty,Unknown poverty,Michigan,1999,50.000000,32.600000,67.400000,60.000000
1doseVaricellaVaccinationFacilityType,Private,MI-Rest of State,1997,23.600000,17.100000,31.700000,160.000000
1doseVaricellaVaccinationFacilityType,Private,CA-Los Angeles County,2009,92.700000,85.700000,96.500000,144.000000
1doseVaricellaVaccinationFacilityType,Public,Region  9,2011,94.900000,88.200000,97.900000,113.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,AZ-Rest of State,2002,76.800000,70.300000,82.300000,238.000000
1doseVaricellaVaccinationWIC,Participating,Indiana,2006,87.300000,78.500000,92.800000,208.000000
1doseVaricellaVaccinationFacilityType,Other,Arizona,2006,80.900000,71.300000,87.700000,138.000000
1doseVaricellaVaccinationFacilityType,Private,Region  8,2004,84.200000,80.300000,87.400000,915.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,Region  4,2013,92.400000,89.600000,94.500000,984.000000
1doseVaricellaVaccinationFacilityType,Public,Texas,2002,77.900000,60.400000,89.100000,201.000000
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,Mississippi,2004,84.000000,57.500000,95.300000,31.000000
1doseVaricellaVaccinationRaceEthnicity,Native Hawaiian or other Pacific Islander only  non-Hispanic,United States,1997,29.800000,19.600000,40.000000,222.000000
1doseVaricellaVaccinationAge,19 Months,Region  8,1996,6.700000,5.100000,8.800000,1768.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,Georgia,1996,13.200000,9.800000,17.600000,310.000000
1doseVaricellaVaccinationAge,19-35 Months,FL-Miami-Dade County,2008,87.800000,81.400000,92.200000,264.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,MI-Rest of State,2002,65.500000,42.800000,82.800000,36.000000
1doseVaricellaVaccinationFacilityType,Other,Region  3,2009,77.900000,64.400000,87.300000,368.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Maryland,2009,90.700000,69.800000,97.600000,96.000000
1doseVaricellaVaccinationAge,19 Months,West Virginia,2004,75.000000,67.400000,81.300000,308.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,Montana,2011,89.200000,82.500000,93.500000,281.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,FL-Rest of State,2007,88.700000,73.800000,95.600000,47.000000
1doseVaricellaVaccinationFacilityType,Other,PA-Philadelphia,1998,60.000000,47.500000,71.300000,78.000000
1doseVaricellaVaccinationAge,19-35 Months,MD-Rest of State,1999,70.700000,64.500000,76.100000,318.000000
1doseVaricellaVaccinationRaceEthnicity,Black only  non-Hispanic,Delaware,2016,91.000000,74.500000,97.200000,32.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,FL-Rest of State,2003,92.900000,86.600000,96.400000,155.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Region  8,2016,84.100000,76.800000,89.400000,624.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,NY-Rest of State,2011,89.100000,80.100000,94.300000,238.000000
1doseVaricellaVaccinationWIC,Participating,PA-Philadelphia,2013,97.700000,93.500000,99.200000,173.000000
1doseVaricellaVaccinationAge,19 Months,NJ-Rest of State,1996,12.000000,7.300000,19.100000,274.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,District of Columbia,2003,90.000000,80.800000,95.000000,87.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,PA-Philadelphia,2000,88.600000,82.700000,92.700000,178.000000
1doseVaricellaVaccinationWIC,Participating,Region  8,2009,86.500000,80.900000,90.700000,507.000000
1doseVaricellaVaccinationFacilityType,Private,Arkansas,2000,66.700000,53.400000,77.700000,91.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,Indiana,2012,91.000000,84.500000,95.000000,199.000000
1doseVaricellaVaccinationFacilityType,Private,WA-Rest of State,2008,87.800000,78.900000,93.300000,127.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,FL-Miami-Dade County,2002,78.700000,70.600000,85.000000,162.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,South Dakota,2008,89.500000,75.400000,96.000000,43.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,Maryland,2002,86.000000,78.900000,91.000000,248.000000
1doseVaricellaVaccinationAge,19 Months,Maine,2002,63.600000,56.800000,69.800000,258.000000
1doseVaricellaVaccinationAge,19 Months,Region  9,2014,85.800000,81.100000,89.500000,1139.000000
1doseVaricellaVaccinationFacilityType,Other,CO-Rest of State,1998,35.000000,23.300000,48.800000,57.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,New York,1999,41.200000,25.500000,58.900000,36.000000
1doseVaricellaVaccinationFacilityType,Mixed,Region  2,2004,76.200000,49.000000,91.400000,60.000000
1doseVaricellaVaccinationAge,13 Months,OH-Cuyahoga County,2001,45.400000,38.900000,52.100000,284.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,FL-Miami-Dade County,2000,53.900000,44.800000,62.700000,164.000000
1doseVaricellaVaccinationFacilityType,Mixed,KS-Rest of State,2009,96.200000,77.500000,99.500000,41.000000
1doseVaricellaVaccinationFacilityType,Private,MA-Rest of State,1998,46.200000,39.600000,52.900000,238.000000
1doseVaricellaVaccinationAge,19 Months,WA-Eastern WA Counties,2006,76.900000,70.400000,82.300000,259.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Region  9,1998,29.500000,20.200000,40.800000,231.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Arkansas,2005,87.400000,74.800000,94.200000,68.000000
1doseVaricellaVaccinationWIC,Participating,IL-Rest of State,2017,93.500000,86.800000,96.900000,122.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Michigan,2002,70.100000,53.200000,82.800000,58.000000
1doseVaricellaVaccinationFacilityType,Mixed,Region  7,1998,27.400000,18.900000,38.000000,123.000000
1doseVaricellaVaccinationFacilityType,Other,Region  5,2010,85.400000,79.300000,90.000000,407.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,LA-Rest of State,2005,95.300000,84.100000,98.700000,45.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,Arkansas,2002,91.500000,83.500000,95.800000,75.000000
1doseVaricellaVaccinationPoverty,Unknown poverty,Region  6,2001,80.800000,73.600000,86.400000,354.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Kansas,2017,84.300000,72.700000,91.600000,78.000000
1doseVaricellaVaccinationFacilityType,Public,Region  3,2009,83.200000,69.200000,91.600000,155.000000
1doseVaricellaVaccinationAge,13 Months,Puerto Rico,2016,48.000000,41.000000,55.100000,296.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,IL-Rest of State,2008,86.700000,79.700000,91.600000,220.000000
1doseVaricellaVaccinationAge,19-35 Months,Colorado,2009,83.200000,75.800000,88.700000,337.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,Region 10,2002,67.200000,63.400000,70.700000,1099.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Ohio,2015,79.000000,61.300000,90.000000,50.000000
1doseVaricellaVaccinationFacilityType,Private,Region  8,2009,83.700000,77.700000,88.300000,815.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Pennsylvania,2005,90.300000,84.800000,94.000000,290.000000
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,MI-Rest of State,2009,90.000000,76.900000,96.100000,38.000000
1doseVaricellaVaccinationRaceEthnicity,Black only  non-Hispanic,TN-Shelby County,2005,86.900000,75.100000,93.600000,70.000000
1doseVaricellaVaccinationAge,24 Months,PA-Philadelphia,1999,71.200000,64.700000,77.000000,283.000000
1doseVaricellaVaccinationAge,19-35 Months,Region  9,2007,91.700000,89.300000,93.700000,1721.000000
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,CA-Los Angeles County,2000,87.700000,71.700000,95.200000,44.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Nebraska,2005,87.300000,81.200000,91.600000,180.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,AL-Rest of State,2008,94.000000,85.400000,97.700000,126.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,GA-Rest of State,2000,74.600000,60.100000,85.200000,60.000000
1doseVaricellaVaccinationAge,19 Months,PA-Rest of State,2009,82.000000,75.200000,87.300000,248.000000
1doseVaricellaVaccinationFacilityType,Mixed,Region  6,2000,67.400000,56.300000,76.900000,287.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,Region  9,1999,68.600000,64.000000,72.900000,1089.000000
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,NJ-Rest of State,2007,91.600000,69.400000,98.200000,59.000000
1doseVaricellaVaccinationWIC,Participating,MA-Rest of State,2009,90.700000,78.800000,96.200000,66.000000
1doseVaricellaVaccinationAge,19 Months,NJ-City of Newark,2003,74.700000,68.000000,80.400000,260.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,South Carolina,2000,65.200000,50.200000,77.700000,71.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,Idaho,2004,77.600000,70.600000,83.300000,239.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,Region  5,2016,89.400000,83.000000,93.600000,220.000000
1doseVaricellaVaccinationFacilityType,Private,Delaware,1996,9.300000,5.900000,14.100000,190.000000
1doseVaricellaVaccinationFacilityType,Private,CO-Rest of State,1996,16.300000,10.800000,23.800000,154.000000
1doseVaricellaVaccinationAge,19 Months,District of Columbia,2003,79.400000,72.300000,85.100000,266.000000
1doseVaricellaVaccinationWIC,Not Participating ,South Carolina,2015,90.200000,81.100000,95.200000,110.000000
1doseVaricellaVaccinationFacilityType,Mixed,Wisconsin,2004,93.400000,82.200000,97.800000,40.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,AZ-Rest of State,1997,23.100000,13.900000,35.900000,66.000000
1doseVaricellaVaccinationAge,19-35 Months,TX-City of Houston,1998,38.700000,31.700000,46.300000,227.000000
1doseVaricellaVaccinationAge,13 Months,MA-Rest of State,2009,51.400000,44.200000,58.500000,275.000000
1doseVaricellaVaccinationAge,13 Months,Connecticut,2017,51.500000,43.900000,59.100000,266.000000
1doseVaricellaVaccinationWIC,Participating,MN-Rest of State,2008,94.500000,85.100000,98.100000,49.000000
1doseVaricellaVaccinationAge,19 Months,Montana,2015,79.700000,73.200000,85.000000,251.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,AZ-Maricopa County,2006,80.500000,70.500000,87.700000,117.000000
1doseVaricellaVaccinationRaceEthnicity,Multiple Races  non-Hispanic,Region  4,2003,88.300000,78.000000,94.200000,128.000000
1doseVaricellaVaccinationFacilityType,Private,TX-Rest of State,2013,96.400000,92.100000,98.400000,243.000000
1doseVaricellaVaccinationWIC,Not Participating ,Maine,2009,86.000000,78.600000,91.100000,151.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,Texas,2000,71.600000,66.100000,76.500000,1252.000000
1doseVaricellaVaccinationAge,19-35 Months,KS-Rest of State,2003,74.700000,68.200000,80.300000,248.000000
1doseVaricellaVaccinationAge,24 Months,IL-City of Chicago,2008,87.800000,83.400000,91.100000,318.000000
1doseVaricellaVaccinationAge,19 Months,Region  3,2005,87.300000,84.300000,89.800000,1788.000000
1doseVaricellaVaccinationWIC,Not Participating ,Pennsylvania,2006,84.700000,77.600000,89.800000,437.000000
1doseVaricellaVaccinationAge,19-35 Months,MI-Rest of State,2004,88.200000,82.400000,92.200000,333.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,Region  8,2015,92.000000,87.100000,95.100000,323.000000
1doseVaricellaVaccinationAge,19 Months,CA-Rest of State,2004,87.600000,82.400000,91.400000,265.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Alabama,2014,90.900000,74.100000,97.200000,68.000000
1doseVaricellaVaccinationAge,19 Months,WA-Rest of State,1997,11.400000,8.300000,15.400000,320.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,TX-Dallas County,2000,68.400000,60.600000,75.300000,182.000000
1doseVaricellaVaccinationFacilityType,Mixed,Maine,2012,97.200000,82.500000,99.600000,31.000000
1doseVaricellaVaccinationAge,24 Months,KS-Rest of State,1998,40.200000,34.000000,46.600000,284.000000
1doseVaricellaVaccinationFacilityType,Other,Maryland,2016,81.400000,58.000000,93.300000,37.000000
1doseVaricellaVaccinationAge,13 Months,MO-Rest of State,2004,43.800000,36.400000,51.500000,261.000000
1doseVaricellaVaccinationRaceEthnicity,Asian only  non-Hispanic,Illinois,2015,97.100000,81.600000,99.600000,42.000000
1doseVaricellaVaccinationAge,24 Months,Maryland,2002,85.900000,80.200000,90.200000,529.000000
1doseVaricellaVaccinationAge,24 Months,CA-Los Angeles County,2005,87.800000,82.300000,91.700000,216.000000
1doseVaricellaVaccinationFacilityType,Private,Missouri,2002,86.200000,79.100000,91.100000,160.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,Hawaii,2000,67.800000,51.900000,80.500000,48.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Colorado,2015,94.400000,86.400000,97.800000,124.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,CA-Los Angeles County,2006,92.500000,80.100000,97.400000,46.000000
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,MI-Rest of State,2002,85.300000,77.000000,90.900000,168.000000
1doseVaricellaVaccinationRaceEthnicity,Black only  non-Hispanic,MI-Rest of State,2007,79.100000,52.300000,92.900000,34.000000
1doseVaricellaVaccinationAge,19 Months,GA-Rest of State,2006,86.900000,81.100000,91.100000,302.000000
1doseVaricellaVaccinationAge,13 Months,Louisiana,2011,63.300000,56.400000,69.800000,307.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,TX-Dallas County,2002,78.200000,64.400000,87.700000,56.000000
1doseVaricellaVaccinationFacilityType,Private,Region  9,2009,91.600000,87.500000,94.400000,824.000000
1doseVaricellaVaccinationAge,13 Months,Alaska,2000,18.300000,13.700000,24.000000,295.000000
1doseVaricellaVaccinationAge,19-35 Months,Rhode Island,2008,93.000000,87.800000,96.000000,224.000000
1doseVaricellaVaccinationAge,13 Months,Alabama,2007,63.200000,55.500000,70.300000,254.000000
1doseVaricellaVaccinationFacilityType,Mixed,CA-Los Angeles County,2010,100.000000,nan,nan,50.000000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,Pennsylvania,2005,91.800000,82.800000,96.300000,223.000000
1doseVaricellaVaccinationRaceEthnicity,Black only  non-Hispanic,OH-Franklin County,2003,87.900000,72.800000,95.200000,36.000000
1doseVaricellaVaccinationAge,19-35 Months,Montana,2008,77.700000,71.100000,83.100000,268.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,NY-Rest of State,2004,80.500000,51.700000,94.100000,30.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Indiana,2001,53.700000,42.100000,64.900000,99.000000
1doseVaricellaVaccinationAge,13 Months,Utah,2017,57.600000,50.300000,64.600000,249.000000
1doseVaricellaVaccinationWIC,Not Participating ,Region  1,2017,95.000000,92.700000,96.500000,1012.000000
1doseVaricellaVaccinationFacilityType,Private,West Virginia,2005,83.000000,72.000000,90.300000,130.000000
1doseVaricellaVaccinationFacilityType,Public,FL-Miami-Dade County,2003,92.900000,75.300000,98.300000,34.000000
1doseVaricellaVaccinationRaceEthnicity,Multiple Races  non-Hispanic,Maryland,2004,99.700000,97.600000,100.000000,32.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,PA-Philadelphia,2012,90.300000,80.200000,95.500000,109.000000
1doseVaricellaVaccinationRaceEthnicity,American Indian or Alaska Native only  non-Hispanic,CA-Santa Clara County,2001,79.300000,67.400000,87.700000,72.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Vermont,2017,89.900000,82.800000,94.300000,141.000000
1doseVaricellaVaccinationAge,13 Months,Pennsylvania,2016,61.300000,54.800000,67.400000,567.000000
1doseVaricellaVaccinationFacilityType,Private,PA-Philadelphia,1997,44.900000,36.600000,53.500000,146.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,GA-Rest of State,1997,15.600000,9.600000,24.400000,121.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,New Mexico,2008,89.300000,78.000000,95.100000,102.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,West Virginia,2014,81.800000,69.200000,90.000000,84.000000
1doseVaricellaVaccinationVFCProgramProvider,Participating,Region 10,2011,88.400000,84.800000,91.300000,987.000000
1doseVaricellaVaccinationAge,19-35 Months,TN-Davidson County,2000,70.600000,64.000000,76.400000,295.000000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,Rhode Island,2006,95.900000,91.900000,98.000000,205.000000
1doseVaricellaVaccinationFacilityType,Other,Massachusetts,2004,83.400000,69.000000,91.900000,143.000000
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,Alabama,2014,100.000000,nan,nan,35.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,Georgia,2009,95.700000,75.100000,99.400000,32.000000
1doseVaricellaVaccinationWIC,Not Participating ,Region  2,2008,89.300000,85.800000,92.100000,525.000000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,Utah,2004,98.100000,92.600000,99.600000,53.000000
1doseVaricellaVaccinationAge,19-35 Months,Arizona,2004,85.800000,81.900000,88.900000,603.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,OH-Franklin County,1998,44.300000,36.500000,52.400000,182.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Region  8,2000,57.300000,53.600000,61.000000,1412.000000
1doseVaricellaVaccinationWIC,Not Participating ,Region  7,2016,92.200000,89.000000,94.500000,560.000000
1doseVaricellaVaccinationFacilityType,Public,Indiana,2008,83.300000,65.700000,92.800000,49.000000
1doseVaricellaVaccinationWIC,Not Participating ,Tennessee,2007,90.300000,80.900000,95.300000,170.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,Indiana,2016,92.100000,86.700000,95.400000,183.000000
1doseVaricellaVaccinationPoverty,Unknown poverty,Texas,2016,88.400000,72.700000,95.600000,59.000000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,Region  3,1997,32.600000,25.800000,40.200000,395.000000
1doseVaricellaVaccinationRaceEthnicity,Multiple Races  non-Hispanic,Region  9,2004,92.900000,87.400000,96.100000,179.000000
1doseVaricellaVaccinationPoverty,Living Below Poverty,Arkansas,2002,85.300000,71.000000,93.200000,64.000000
1doseVaricellaVaccinationAge,19-35 Months,CO-Rest of State,2000,61.600000,55.800000,67.000000,342.000000
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,North Carolina,2003,87.100000,79.800000,92.000000,189.000000
1doseVaricellaVaccinationAge,24 Months,Alaska,1998,10.900000,7.900000,15.000000,305.000000
