dose,category,location,year,coverage,low,high,size
2 doses Hepatitis A Vaccination - VFC Program Provider,Participating,New York,2007,11.000000,7.800000,15.400000,336.000000
1 dose Hepatitis A Vaccination - Poverty,Living Below Poverty,Region  5,2010,75.300000,69.400000,80.400000,380.000000
1 dose Hepatitis A Vaccination - Facility Type,Other,Nebraska,2016,88.000000,78.100000,93.700000,68.000000
2 doses Hepatitis A Vaccination - WIC,Participating,California,2011,61.700000,52.900000,69.800000,208.000000
1 dose Hepatitis A Vaccination - Race/Ethnicity,Multiple Races  non-Hispanic,Texas,2008,90.400000,71.200000,97.300000,32.000000
1 dose Hepatitis A Vaccination - Age,Asian only  non-Hispanic,HP 2020 Target,2011,85.000000,nan,nan,nan
1 dose Hepatitis A Vaccination - Poverty,Living Below Poverty,Mississippi,2014,68.100000,52.800000,80.200000,84.000000
1 dose Hepatitis A Vaccination - Race/Ethnicity,American Indian or Alaska Native only  non-Hispanic,Region  6,2011,88.900000,73.200000,95.900000,59.000000
2 doses Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Region  7,2014,56.300000,50.900000,61.500000,732.000000
1 dose Hepatitis A Vaccination - Poverty,Living Below Poverty,Arizona,2005,44.400000,32.000000,57.600000,84.000000
1 dose Hepatitis A Vaccination - VFC Program Provider,Not Participating ,Florida,2007,39.400000,22.900000,58.700000,65.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,Tennessee,2009,79.000000,73.100000,83.900000,339.000000
2 doses Hepatitis A Vaccination - Facility Type,Hispanic,North Carolina,2013,46.600000,28.200000,65.900000,37.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,United States,2016,60.500000,58.000000,63.000000,5691.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,North Dakota,2015,68.500000,52.500000,81.100000,52.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,CO-Denver,2005,18.800000,12.400000,27.600000,167.000000
1 dose Hepatitis A Vaccination - Facility Type,Private,Ohio,2012,76.300000,66.900000,83.700000,170.000000
2 doses Hepatitis A Vaccination - Age,24 Months,Guam,2017,36.800000,30.600000,43.500000,266.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,TX-El Paso County,2015,88.700000,83.300000,92.500000,211.000000
2 doses Hepatitis A Vaccination - Facility Type,Mixed,Maine,2013,49.400000,29.800000,69.100000,31.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Pennsylvania,2017,59.500000,49.300000,69.000000,261.000000
2 doses Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Region  3,2017,62.100000,57.100000,67.000000,1610.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,NY-City of New York,2012,44.400000,38.000000,51.100000,285.000000
1 dose Hepatitis A Vaccination - Facility Type,Mixed,South Dakota,2009,64.300000,46.300000,79.100000,35.000000
2 doses Hepatitis A Vaccination - WIC,Not Participating ,Louisiana,2017,49.300000,37.800000,60.800000,128.000000
2 doses Hepatitis A Vaccination - Age,24 Months,Region  1,2014,40.300000,36.100000,44.600000,1414.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,New York,2016,85.100000,77.900000,90.200000,165.000000
1 dose Hepatitis A Vaccination - Poverty,Living Below Poverty,Oklahoma,2012,90.200000,79.300000,95.700000,105.000000
1 dose Hepatitis A Vaccination - Poverty,Black only  non-Hispanic,Region 10,2017,87.300000,77.700000,93.200000,152.000000
2 doses Hepatitis A Vaccination - Poverty,Living Below Poverty,Kansas,2013,54.700000,40.400000,68.300000,54.000000
1 dose Hepatitis A Vaccination - Facility Type,Public,Minnesota,2009,77.600000,71.100000,83.000000,222.000000
2 doses Hepatitis A Vaccination - Race/Ethnicity,Hispanic,Region  9,2014,64.400000,53.900000,73.700000,353.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,TX-Rest of State,2016,81.200000,75.800000,85.500000,542.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,Virginia,2017,61.100000,49.200000,71.700000,254.000000
1 dose Hepatitis A Vaccination - Facility Type,Asian only  non-Hispanic,TX-Bexar County,2003,40.400000,32.200000,49.200000,172.000000
2 doses Hepatitis A Vaccination - Age,24 Months,West Virginia,2016,38.600000,31.900000,45.800000,235.000000
1 dose Hepatitis A Vaccination - Race/Ethnicity,Black only  non-Hispanic,Texas,2011,82.600000,68.200000,91.300000,169.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,NY-City of New York,2005,5.100000,2.800000,9.100000,205.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,Montana,2008,51.600000,44.500000,58.700000,246.000000
1 dose Hepatitis A Vaccination - Age,24 Months,District of Columbia,2012,87.800000,82.200000,91.900000,320.000000
2 doses Hepatitis A Vaccination - WIC,Not Participating ,Oklahoma,2014,66.000000,53.600000,76.500000,107.000000
2 doses Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Maine,2010,29.500000,22.300000,37.900000,176.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,Region  4,2010,54.300000,50.600000,57.900000,1569.000000
1 dose Hepatitis A Vaccination - WIC,Participating,Idaho,2015,85.600000,76.700000,91.500000,98.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Utah,2012,59.700000,45.800000,72.200000,86.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Participating,Tennessee,2013,53.200000,45.100000,61.000000,203.000000
2 doses Hepatitis A Vaccination - Facility Type,Asian only  non-Hispanic,NY-Rest of State,2017,54.600000,38.600000,69.700000,45.000000
2 doses Hepatitis A Vaccination - Poverty,Living At or Above Poverty,New Mexico,2013,45.300000,36.100000,54.800000,155.000000
1 dose Hepatitis A Vaccination - Race/Ethnicity,Black only  non-Hispanic,United States,2007,41.800000,38.100000,45.500000,1527.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,Nevada,2005,41.000000,35.000000,47.300000,347.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,Wisconsin,2014,85.600000,73.000000,92.900000,83.000000
2 doses Hepatitis A Vaccination - Facility Type,Living Below Poverty,PA-Philadelphia,2015,58.400000,47.800000,68.400000,114.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,TX-El Paso County,2007,72.300000,59.200000,82.400000,63.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Texas,2014,87.100000,81.200000,91.300000,939.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Oregon,2009,56.700000,42.800000,69.600000,73.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Not Participating ,South Dakota,2017,65.800000,57.500000,73.200000,208.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Virginia,2011,47.700000,35.300000,60.300000,122.000000
2 doses Hepatitis A Vaccination - Poverty,Unknown poverty,Alaska,2007,38.000000,23.200000,55.400000,48.000000
2 doses Hepatitis A Vaccination - Facility Type,Public,North Dakota,2017,67.300000,49.200000,81.400000,33.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Not Participating ,Pennsylvania,2016,57.300000,36.700000,75.700000,51.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,Region  7,2016,64.000000,57.400000,70.100000,405.000000
2 doses Hepatitis A Vaccination - Facility Type,Public,Region  9,2009,61.800000,43.800000,77.000000,90.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Not Participating ,Michigan,2012,44.100000,36.400000,52.200000,242.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Participating,Region  9,2007,31.400000,25.700000,37.600000,1076.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Louisiana,2010,74.000000,56.900000,86.000000,51.000000
1 dose Hepatitis A Vaccination - WIC,Participating,New Hampshire,2013,81.900000,68.700000,90.300000,75.000000
2 doses Hepatitis A Vaccination - WIC,Not Participating ,Idaho,2011,47.200000,36.800000,57.800000,172.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,Region  6,2010,83.900000,80.100000,87.100000,1186.000000
1 dose Hepatitis A Vaccination - Facility Type,Public,Mississippi,2014,66.000000,45.900000,81.700000,42.000000
2 doses Hepatitis A Vaccination - Facility Type,Living Below Poverty,Oregon,2015,58.900000,42.500000,73.500000,47.000000
2 doses Hepatitis A Vaccination - Poverty,Hispanic,Illinois,2012,55.100000,45.200000,64.700000,148.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,New York,2008,32.900000,28.500000,37.700000,529.000000
1 dose Hepatitis A Vaccination - Facility Type,Private,Wisconsin,2012,84.100000,75.500000,90.200000,132.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,Oregon,2007,60.900000,53.000000,68.400000,214.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Hawaii,2013,46.700000,31.400000,62.700000,48.000000
1 dose Hepatitis A Vaccination - Facility Type,Other,United States,2002,2.300000,1.400000,3.200000,3908.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Ohio,2012,82.200000,71.100000,89.600000,122.000000
2 doses Hepatitis A Vaccination - Facility Type,Other,Region  6,2006,6.400000,4.200000,9.600000,855.000000
2 doses Hepatitis A Vaccination - Facility Type,Other,United States,2009,45.400000,41.400000,49.400000,2508.000000
1 dose Hepatitis A Vaccination - Facility Type,Mixed,Tennessee,2012,92.900000,79.600000,97.800000,56.000000
1 dose Hepatitis A Vaccination - WIC,Participating,Idaho,2009,79.900000,69.300000,87.500000,85.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,NY-Rest of State,2013,44.300000,34.900000,54.100000,153.000000
1 dose Hepatitis A Vaccination - Poverty,Asian only  non-Hispanic,Washington,2006,36.000000,26.300000,47.000000,155.000000
1 dose Hepatitis A Vaccination - Poverty,Living Below Poverty,Illinois,2015,80.800000,72.200000,87.200000,152.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,Guam,2017,50.200000,43.400000,57.000000,266.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,IL-City of Chicago,2014,85.000000,78.400000,89.800000,276.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Utah,2014,61.900000,48.600000,73.700000,98.000000
2 doses Hepatitis A Vaccination - Poverty,Living At or Above Poverty,IL-Rest of State,2013,48.700000,41.000000,56.400000,237.000000
2 doses Hepatitis A Vaccination - WIC,Not Participating ,Region  3,2009,50.000000,45.500000,54.400000,1230.000000
2 doses Hepatitis A Vaccination - Race/Ethnicity,Asian only  non-Hispanic,United States,2009,50.900000,41.900000,59.900000,487.000000
1 dose Hepatitis A Vaccination - Facility Type,Public,Kansas,2015,94.100000,83.500000,98.000000,45.000000
2 doses Hepatitis A Vaccination - Age,19 Months,Utah,2011,16.800000,12.500000,22.100000,353.000000
2 doses Hepatitis A Vaccination - Facility Type,White only  non-Hispanic,Hawaii,2015,41.200000,26.000000,58.200000,44.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,New Mexico,2008,67.500000,55.000000,78.000000,102.000000
2 doses Hepatitis A Vaccination - Facility Type,Multiple Races  non-Hispanic,TX-Dallas County,2012,57.900000,41.200000,72.900000,84.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Colorado,2013,78.600000,69.500000,85.500000,134.000000
2 doses Hepatitis A Vaccination - Facility Type,Asian only  non-Hispanic,Louisiana,2011,50.900000,37.600000,64.000000,73.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,Utah,2016,84.000000,77.000000,89.100000,252.000000
2 doses Hepatitis A Vaccination - Facility Type,Asian only  non-Hispanic,New Jersey,2016,65.700000,47.900000,80.000000,36.000000
2 doses Hepatitis A Vaccination - Poverty,Living Below Poverty,Arkansas,2012,37.100000,26.900000,48.600000,105.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Not Participating ,TX-Dallas County,2007,44.700000,28.900000,61.600000,40.000000
2 doses Hepatitis A Vaccination - Facility Type,Public,Texas,2008,35.100000,20.300000,53.600000,100.000000
2 doses Hepatitis A Vaccination - Age,24 Months,Oregon,2017,38.400000,31.500000,45.800000,254.000000
2 doses Hepatitis A Vaccination - WIC,Participating,Illinois,2012,47.600000,40.300000,55.100000,260.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,TX-Bexar County,2007,19.800000,14.300000,26.900000,225.000000
1 dose Hepatitis A Vaccination - Poverty,Living Below Poverty,Alaska,2012,82.400000,66.000000,91.900000,59.000000
2 doses Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Region  4,2014,58.600000,54.000000,63.100000,1249.000000
2 doses Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Rhode Island,2011,53.100000,46.100000,59.900000,297.000000
2 doses Hepatitis A Vaccination - Race/Ethnicity,Asian only  non-Hispanic,Region  4,2015,51.800000,36.100000,67.200000,68.000000
1 dose Hepatitis A Vaccination - Poverty,Black only  non-Hispanic,California,2010,92.700000,86.400000,96.200000,222.000000
1 dose Hepatitis A Vaccination - Facility Type,Asian only  non-Hispanic,TX-City of Houston,2015,90.000000,81.500000,94.800000,106.000000
2 doses Hepatitis A Vaccination - Poverty,Living Below Poverty,TX-Rest of State,2013,67.700000,55.900000,77.600000,111.000000
1 dose Hepatitis A Vaccination - Facility Type,Public,Nebraska,2015,92.600000,88.100000,95.500000,189.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Kansas,2014,92.100000,82.000000,96.800000,79.000000
1 dose Hepatitis A Vaccination - Age,24 Months,Region  5,2013,75.000000,72.300000,77.600000,1615.000000
2 doses Hepatitis A Vaccination - Race/Ethnicity,Asian only  non-Hispanic,Region  1,2017,59.100000,39.600000,76.100000,61.000000
1 dose Hepatitis A Vaccination - Race/Ethnicity,Black only  non-Hispanic,Region  8,2011,79.500000,68.700000,87.200000,179.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,Wyoming,2009,34.700000,26.800000,43.500000,153.000000
1 dose Hepatitis A Vaccination - Race/Ethnicity,Hispanic,Region  7,2009,78.900000,68.500000,86.500000,99.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,IL-Rest of State,2015,51.300000,33.400000,68.900000,39.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,Montana,2015,85.000000,77.400000,90.400000,139.000000
2 doses Hepatitis A Vaccination - Age,19 Months,Region  7,2011,22.100000,19.300000,25.200000,1345.000000
1 dose Hepatitis A Vaccination - Poverty,Living Below Poverty,Kansas,2010,83.200000,62.600000,93.700000,35.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,NY-City of New York,2007,34.300000,26.300000,43.300000,146.000000
1 dose Hepatitis A Vaccination - WIC,Participating,Ohio,2011,74.900000,63.700000,83.500000,120.000000
2 doses Hepatitis A Vaccination - Poverty,Living Below Poverty,Region  1,2017,54.000000,42.000000,65.600000,252.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Texas,2015,57.400000,43.900000,69.800000,101.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,Washington,2004,27.800000,21.900000,34.600000,269.000000
1 dose Hepatitis A Vaccination - Age,24 Months,NY-Rest of State,2016,83.100000,77.500000,87.600000,278.000000
2 doses Hepatitis A Vaccination - Facility Type,Asian only  non-Hispanic,Nebraska,2008,37.600000,22.100000,56.100000,34.000000
1 dose Hepatitis A Vaccination - Facility Type,Living Below Poverty,Ohio,2016,75.200000,58.500000,86.700000,63.000000
2 doses Hepatitis A Vaccination - Facility Type,Multiple Races  non-Hispanic,Louisiana,2016,58.700000,49.500000,67.300000,146.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,TX-Rest of State,2010,85.600000,72.600000,93.000000,56.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,Iowa,2015,71.600000,61.900000,79.700000,115.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,Texas,2014,61.000000,54.400000,67.200000,825.000000
2 doses Hepatitis A Vaccination - Facility Type,Asian only  non-Hispanic,Massachusetts,2015,62.700000,44.600000,77.800000,57.000000
1 dose Hepatitis A Vaccination - Poverty,Unknown poverty,Arizona,2004,41.800000,28.500000,56.500000,58.000000
1 dose Hepatitis A Vaccination - Facility Type,Other,California,2012,95.700000,85.700000,98.800000,32.000000
2 doses Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Washington,2010,47.800000,40.900000,54.800000,319.000000
1 dose Hepatitis A Vaccination - Facility Type,Living Below Poverty,New Jersey,2008,64.000000,45.600000,79.000000,41.000000
2 doses Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Vermont,2015,61.100000,53.500000,68.100000,207.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,Virginia,2012,81.000000,70.200000,88.500000,157.000000
1 dose Hepatitis A Vaccination - Facility Type,Other,Kansas,2011,85.200000,62.500000,95.200000,53.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Region  7,2017,65.600000,58.700000,71.900000,353.000000
2 doses Hepatitis A Vaccination - Facility Type,Living Below Poverty,Colorado,2011,59.000000,38.700000,76.600000,52.000000
2 doses Hepatitis A Vaccination - Poverty,Asian only  non-Hispanic,New Mexico,2008,39.200000,29.900000,49.300000,147.000000
2 doses Hepatitis A Vaccination - Age,19 Months,Region  8,2013,20.000000,17.100000,23.300000,1424.000000
1 dose Hepatitis A Vaccination - Facility Type,Private,Region  4,2008,68.900000,65.800000,71.900000,2113.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Mississippi,2017,42.700000,32.300000,53.800000,122.000000
2 doses Hepatitis A Vaccination - Facility Type,Living Below Poverty,Nevada,2012,52.100000,40.500000,63.400000,92.000000
1 dose Hepatitis A Vaccination - VFC Program Provider,Not Participating ,South Dakota,2007,39.300000,31.700000,47.600000,215.000000
1 dose Hepatitis A Vaccination - WIC,Participating,North Carolina,2017,79.000000,67.500000,87.200000,113.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,TX-El Paso County,2005,50.700000,38.000000,63.300000,66.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Not Participating ,Missouri,2013,45.700000,26.000000,66.800000,33.000000
2 doses Hepatitis A Vaccination - Age,24 Months,Mississippi,2013,28.800000,21.300000,37.700000,180.000000
2 doses Hepatitis A Vaccination - Facility Type,Hispanic,Georgia,2013,44.900000,23.500000,68.400000,30.000000
1 dose Hepatitis A Vaccination - Facility Type,Hispanic,South Carolina,2017,88.800000,81.700000,93.400000,154.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,South Carolina,2017,57.900000,44.700000,70.100000,98.000000
2 doses Hepatitis A Vaccination - WIC,Not Participating ,Indiana,2010,52.100000,43.500000,60.700000,187.000000
1 dose Hepatitis A Vaccination - Poverty,Native Hawaiian or other Pacific Islander only  non-Hispanic,Alaska,2007,75.800000,66.300000,83.400000,109.000000
2 doses Hepatitis A Vaccination - Facility Type,Mixed,TX-City of Houston,2006,13.400000,8.500000,20.700000,156.000000
1 dose Hepatitis A Vaccination - Race/Ethnicity,Native Hawaiian or other Pacific Islander only  non-Hispanic,Region  6,2015,88.700000,83.900000,92.100000,760.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,Region  9,2003,3.100000,2.200000,4.400000,1508.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Not Participating ,New Hampshire,2008,41.400000,34.900000,48.200000,237.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,District of Columbia,2006,12.400000,8.400000,18.000000,174.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,IL-City of Chicago,2008,62.200000,49.500000,73.300000,67.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,New Jersey,2007,13.800000,9.100000,20.500000,260.000000
2 doses Hepatitis A Vaccination - Facility Type,Other,Maine,2017,67.700000,56.800000,77.100000,106.000000
1 dose Hepatitis A Vaccination - Poverty,Living At or Above Poverty,West Virginia,2012,82.300000,72.800000,89.000000,163.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Maryland,2013,40.900000,26.200000,57.400000,101.000000
1 dose Hepatitis A Vaccination - Age,24 Months,Arkansas,2013,63.300000,54.800000,71.000000,188.000000
1 dose Hepatitis A Vaccination - Race/Ethnicity,Multiple Races  non-Hispanic,United States,2008,74.100000,68.800000,78.800000,804.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,TX-Dallas County,2003,27.100000,19.600000,36.200000,125.000000
2 doses Hepatitis A Vaccination - Poverty,Asian only  non-Hispanic,Vermont,2015,57.200000,49.900000,64.300000,227.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,U.S. Virgin Islands,2010,37.100000,24.300000,51.900000,73.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Region  6,2009,54.800000,49.300000,60.200000,1471.000000
2 doses Hepatitis A Vaccination - Facility Type,Hispanic,Ohio,2014,56.000000,46.600000,65.000000,179.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Not Participating ,Washington,2015,57.200000,49.600000,64.500000,264.000000
1 dose Hepatitis A Vaccination - Facility Type,Black only  non-Hispanic,New Jersey,2009,49.900000,33.400000,66.500000,30.000000
1 dose Hepatitis A Vaccination - Poverty,Living Below Poverty,Arizona,2016,83.200000,68.400000,91.900000,62.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Kentucky,2011,39.400000,27.900000,52.300000,126.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,Maryland,2014,88.400000,78.900000,93.900000,207.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,Texas,2017,62.700000,59.000000,66.300000,1545.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,Iowa,2008,63.800000,50.600000,75.200000,72.000000
1 dose Hepatitis A Vaccination - Facility Type,Other,Minnesota,2017,89.600000,77.300000,95.600000,84.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,Region  8,2011,49.400000,43.200000,55.600000,843.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,Montana,2015,46.300000,38.500000,54.300000,218.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Alaska,2011,55.100000,43.000000,66.700000,120.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,Michigan,2010,63.200000,53.000000,72.400000,136.000000
2 doses Hepatitis A Vaccination - Facility Type,Living Below Poverty,PA-Rest of State,2011,53.700000,39.000000,67.800000,67.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Region  3,2014,58.600000,51.500000,65.300000,953.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,California,2006,10.600000,7.600000,14.700000,1548.000000
1 dose Hepatitis A Vaccination - VFC Program Provider,Not Participating ,Connecticut,2014,93.900000,88.600000,96.800000,225.000000
2 doses Hepatitis A Vaccination - Facility Type,Mixed,Texas,2009,59.000000,45.400000,71.400000,175.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Alabama,2016,60.800000,48.400000,72.000000,103.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Idaho,2008,81.400000,68.900000,89.600000,102.000000
2 doses Hepatitis A Vaccination - Poverty,Asian only  non-Hispanic,Indiana,2011,33.500000,20.100000,50.300000,43.000000
1 dose Hepatitis A Vaccination - Facility Type,Private,TX-Bexar County,2005,50.300000,40.000000,60.600000,130.000000
1 dose Hepatitis A Vaccination - Facility Type,Mixed,TX-City of Houston,2003,30.400000,23.200000,38.700000,183.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Region  6,2003,13.500000,10.000000,17.900000,468.000000
2 doses Hepatitis A Vaccination - Facility Type,Mixed,Connecticut,2016,73.000000,64.900000,79.800000,200.000000
1 dose Hepatitis A Vaccination - Facility Type,Multiple Races  non-Hispanic,Hawaii,2017,92.700000,83.600000,97.000000,55.000000
1 dose Hepatitis A Vaccination - Facility Type,Mixed,Region  2,2017,81.300000,68.000000,89.900000,82.000000
1 dose Hepatitis A Vaccination - VFC Program Provider,Participating,New York,2007,36.300000,30.300000,42.700000,336.000000
1 dose Hepatitis A Vaccination - WIC,Participating,TX-El Paso County,2017,92.200000,85.100000,96.100000,142.000000
1 dose Hepatitis A Vaccination - Race/Ethnicity,Black only  non-Hispanic,Region  3,2008,68.700000,59.500000,76.700000,536.000000
2 doses Hepatitis A Vaccination - Facility Type,Other,Ohio,2009,56.700000,37.400000,74.200000,41.000000
1 dose Hepatitis A Vaccination - Facility Type,Asian only  non-Hispanic,South Carolina,2007,27.100000,17.200000,39.800000,62.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,North Carolina,2017,82.800000,65.000000,92.500000,48.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,Kansas,2014,92.400000,85.900000,96.000000,130.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Not Participating ,New Mexico,2004,7.400000,4.100000,13.100000,291.000000
1 dose Hepatitis A Vaccination - WIC,Participating,Colorado,2012,87.600000,75.900000,94.000000,85.000000
2 doses Hepatitis A Vaccination - WIC,Participating,Idaho,2008,39.600000,29.800000,50.500000,106.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Region  9,2017,63.500000,53.700000,72.300000,559.000000
1 dose Hepatitis A Vaccination - Facility Type,Private,Iowa,2010,77.600000,66.900000,85.600000,115.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,Rhode Island,2012,85.600000,77.800000,91.000000,169.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,Vermont,2013,48.500000,41.800000,55.300000,280.000000
1 dose Hepatitis A Vaccination - Facility Type,Mixed,Utah,2010,87.300000,75.500000,93.900000,82.000000
1 dose Hepatitis A Vaccination - Poverty,Asian only  non-Hispanic,Mississippi,2008,47.400000,37.300000,57.800000,138.000000
1 dose Hepatitis A Vaccination - Facility Type,Mixed,Texas,2004,34.800000,22.900000,48.900000,146.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,United States,2017,87.200000,85.300000,88.900000,6688.000000
2 doses Hepatitis A Vaccination - Facility Type,Mixed,South Carolina,2017,67.000000,46.300000,82.800000,32.000000
2 doses Hepatitis A Vaccination - WIC,Participating,NY-City of New York,2015,52.500000,43.100000,61.700000,151.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,Hawaii,2013,56.200000,46.300000,65.600000,161.000000
1 dose Hepatitis A Vaccination - Age,Asian only  non-Hispanic,WA-Eastern WA Counties,2006,27.200000,20.200000,35.600000,153.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,Montana,2014,71.200000,62.400000,78.700000,220.000000
2 doses Hepatitis A Vaccination - Facility Type,Asian only  non-Hispanic,Florida,2013,54.500000,39.300000,68.900000,59.000000
2 doses Hepatitis A Vaccination - Age,24 Months,West Virginia,2015,50.400000,42.500000,58.200000,241.000000
2 doses Hepatitis A Vaccination - Age,24 Months,Hawaii,2015,33.500000,27.200000,40.400000,261.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Not Participating ,Illinois,2017,54.200000,43.400000,64.500000,121.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,Nebraska,2007,63.500000,46.700000,77.500000,51.000000
1 dose Hepatitis A Vaccination - Facility Type,Public,Region  7,2010,65.600000,55.500000,74.500000,146.000000
1 dose Hepatitis A Vaccination - Age,24 Months,Minnesota,2015,90.300000,85.300000,93.800000,289.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,IL-City of Chicago,2008,70.600000,64.600000,75.900000,318.000000
