dose,category,location,year,coverage,low,high,size
otavirus Vaccination - WIC,Not Participating ,Region  9,2012,72.200000,63.600000,79.400000,567.000000
otavirus Vaccination - Age,19 Months,Illinois,2016,76.200000,71.200000,80.600000,494.000000
otavirus Vaccination - Urbanicity,Living In An MSA Central City,Michigan,2017,79.800000,66.700000,88.600000,88.000000
otavirus Vaccination - Facility Type,Other,Michigan,2017,79.400000,61.300000,90.300000,43.000000
otavirus Vaccination - WIC,Participating,Tennessee,2017,75.100000,63.600000,83.900000,137.000000
otavirus Vaccination - WIC,Not Participating ,Ohio,2012,73.900000,63.800000,82.000000,158.000000
otavirus Vaccination - Poverty,Native Hawaiian or other Pacific Islander only  non-Hispanic,California,2010,50.000000,36.700000,63.300000,107.000000
otavirus Vaccination - WIC,Participating,IL-City of Chicago,2015,75.100000,63.800000,83.700000,92.000000
otavirus Vaccination - Age,19-35 Months,South Carolina,2010,62.900000,56.300000,69.100000,300.000000
otavirus Vaccination - Facility Type,Private,Montana,2013,80.400000,65.100000,90.100000,59.000000
otavirus Vaccination - Poverty,Living At or Above Poverty,Maine,2011,60.700000,53.100000,67.700000,232.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,Maryland,2011,67.100000,59.800000,73.600000,557.000000
otavirus Vaccination - Facility Type,Asian only  non-Hispanic,Hawaii,2013,77.600000,56.100000,90.400000,47.000000
otavirus Vaccination - Facility Type,Public,Georgia,2014,73.100000,61.700000,82.200000,167.000000
otavirus Vaccination - Poverty,Multiple Races  non-Hispanic,California,2014,75.600000,51.300000,90.100000,30.000000
otavirus Vaccination - Age,19-35 Months,New Mexico,2013,68.700000,61.300000,75.300000,255.000000
otavirus Vaccination - Facility Type,Other,TX-El Paso County,2014,82.900000,73.700000,89.300000,184.000000
otavirus Vaccination - Facility Type,Private,Kansas,2017,78.600000,63.200000,88.700000,63.000000
otavirus Vaccination - Age,24 Months,Mississippi,2011,69.300000,61.100000,76.500000,292.000000
otavirus Vaccination - Urbanicity,Living In An MSA Central City,IL-Rest of State,2013,81.800000,64.800000,91.700000,67.000000
otavirus Vaccination - VFC Program Provider,Participating,Region  7,2009,48.000000,43.600000,52.400000,866.000000
otavirus Vaccination - VFC Program Provider,Not Participating ,New York,2015,69.800000,47.900000,85.300000,39.000000
otavirus Vaccination - Age,19 Months,District of Columbia,2014,67.300000,59.400000,74.300000,280.000000
otavirus Vaccination - Age,7 Months,New York,2017,74.300000,69.600000,78.500000,543.000000
otavirus Vaccination - Poverty,Black only  non-Hispanic,Region 10,2011,71.500000,61.500000,79.800000,159.000000
otavirus Vaccination - Poverty,Asian only  non-Hispanic,IL-Rest of State,2013,79.800000,63.800000,89.900000,67.000000
otavirus Vaccination - Race/Ethnicity,Black only  non-Hispanic,Region  2,2009,37.700000,25.900000,51.000000,73.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,PA-Philadelphia,2010,71.200000,63.300000,78.000000,211.000000
otavirus Vaccination - Poverty,Living At or Above Poverty,IL-Rest of State,2013,76.300000,69.100000,82.200000,237.000000
otavirus Vaccination - Age,19 Months,Rhode Island,2016,88.700000,82.800000,92.800000,239.000000
otavirus Vaccination - Facility Type,Public,Hawaii,2017,77.100000,69.100000,83.500000,193.000000
otavirus Vaccination - WIC,Participating,Washington,2011,63.300000,52.700000,72.800000,112.000000
otavirus Vaccination - Facility Type,Mixed,TX-City of Houston,2017,82.300000,69.300000,90.500000,73.000000
otavirus Vaccination - Facility Type,Public,West Virginia,2017,65.600000,47.800000,80.000000,41.000000
otavirus Vaccination - Age,24 Months,North Carolina,2013,75.400000,67.600000,81.900000,262.000000
otavirus Vaccination - Facility Type,Public,Region 10,2017,70.000000,57.300000,80.200000,127.000000
otavirus Vaccination - Age,19 Months,Arkansas,2017,70.500000,62.900000,77.100000,258.000000
otavirus Vaccination - Facility Type,Public,District of Columbia,2013,78.200000,59.200000,89.900000,41.000000
otavirus Vaccination - Age,24 Months,Massachusetts,2015,83.500000,77.400000,88.300000,307.000000
otavirus Vaccination - Poverty,Living At or Above Poverty,Texas,2013,77.200000,70.000000,83.100000,613.000000
otavirus Vaccination - Poverty,Native Hawaiian or other Pacific Islander only  non-Hispanic,Alaska,2010,59.000000,49.500000,67.900000,145.000000
otavirus Vaccination - VFC Program Provider,Participating,Alabama,2009,48.700000,39.500000,58.100000,183.000000
otavirus Vaccination - Age,19-35 Months,Arizona,2009,39.800000,33.500000,46.500000,317.000000
otavirus Vaccination - Facility Type,Mixed,NY-City of New York,2015,78.400000,57.600000,90.600000,39.000000
otavirus Vaccination - Race/Ethnicity,Native Hawaiian or other Pacific Islander only  non-Hispanic,TX-Rest of State,2017,80.700000,73.600000,86.300000,233.000000
otavirus Vaccination - Urbanicity,Living In An MSA Central City,Region 10,2014,67.200000,59.400000,74.100000,459.000000
otavirus Vaccination - Facility Type,Asian only  non-Hispanic,Oregon,2012,66.500000,50.200000,79.700000,52.000000
otavirus Vaccination - Age,19 Months,Washington,2011,67.700000,60.600000,74.000000,295.000000
otavirus Vaccination - Urbanicity,Living In A Non MSA,Illinois,2015,79.500000,61.100000,90.600000,39.000000
otavirus Vaccination - Poverty,Asian only  non-Hispanic,Mississippi,2014,66.800000,51.200000,79.400000,78.000000
otavirus Vaccination - Age,7 Months,Idaho,2016,80.200000,73.400000,85.500000,225.000000
otavirus Vaccination - Facility Type,Private,Minnesota,2014,83.100000,68.400000,91.800000,88.000000
otavirus Vaccination - Facility Type,Other,Region  9,2015,79.000000,59.100000,90.700000,105.000000
otavirus Vaccination - Race/Ethnicity,Asian only  non-Hispanic,Region  1,2017,85.300000,71.400000,93.100000,61.000000
otavirus Vaccination - Age,19 Months,TX-El Paso County,2016,78.500000,69.600000,85.300000,191.000000
otavirus Vaccination - Age,24 Months,Delaware,2013,83.900000,77.500000,88.800000,242.000000
otavirus Vaccination - Poverty,Living At or Above Poverty,Region  4,2014,80.200000,76.200000,83.600000,1249.000000
otavirus Vaccination - Facility Type,Private,Wisconsin,2011,78.200000,68.500000,85.600000,155.000000
otavirus Vaccination - WIC,Not Participating ,Montana,2017,77.000000,67.700000,84.300000,135.000000
otavirus Vaccination - Poverty,Black only  non-Hispanic,Region  9,2011,68.000000,60.600000,74.700000,414.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,Iowa,2013,80.800000,63.800000,91.000000,38.000000
otavirus Vaccination - Poverty,Multiple Races  non-Hispanic,IL-Rest of State,2010,61.400000,53.000000,69.200000,218.000000
otavirus Vaccination - WIC,Not Participating ,NY-Rest of State,2013,81.800000,72.900000,88.300000,135.000000
otavirus Vaccination - Poverty,Living Below Poverty,Iowa,2016,64.700000,48.900000,77.900000,48.000000
otavirus Vaccination - Facility Type,Public,NY-Rest of State,2017,82.600000,75.100000,88.200000,205.000000
otavirus Vaccination - WIC,Not Participating ,Region  3,2016,80.700000,76.000000,84.600000,1288.000000
otavirus Vaccination - WIC,Participating,Louisiana,2015,66.100000,56.000000,75.000000,136.000000
otavirus Vaccination - Age,19 Months,New Hampshire,2014,82.600000,76.300000,87.500000,248.000000
otavirus Vaccination - Race/Ethnicity,Hispanic,TX-Rest of State,2017,74.700000,67.300000,80.900000,240.000000
otavirus Vaccination - Facility Type,Public,Guam,2016,30.600000,20.100000,43.500000,62.000000
otavirus Vaccination - Age,24 Months,Region  8,2015,74.900000,71.100000,78.300000,1416.000000
otavirus Vaccination - Facility Type,Public,Minnesota,2015,82.500000,75.900000,87.600000,253.000000
otavirus Vaccination - Poverty,Living At or Above Poverty,California,2013,84.700000,75.800000,90.700000,206.000000
otavirus Vaccination - Poverty,Living At or Above Poverty,Indiana,2012,63.500000,54.000000,72.000000,170.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,District of Columbia,2009,36.900000,29.000000,45.700000,230.000000
otavirus Vaccination - Age,19-35 Months,South Dakota,2013,68.700000,60.400000,76.000000,189.000000
otavirus Vaccination - Poverty,Living At or Above Poverty,Iowa,2013,79.300000,70.300000,86.100000,172.000000
otavirus Vaccination - Facility Type,Living in an MSA Noncentral City,TX-El Paso County,2013,74.900000,67.800000,81.000000,221.000000
otavirus Vaccination - WIC,Participating,Region  4,2011,61.100000,57.300000,64.800000,1307.000000
otavirus Vaccination - Age,19-35 Months,Region  5,2013,70.900000,68.000000,73.600000,1615.000000
otavirus Vaccination - Facility Type,Multiple Races  non-Hispanic,Georgia,2014,73.100000,60.000000,83.100000,119.000000
otavirus Vaccination - Facility Type,Private,South Carolina,2011,68.100000,57.800000,76.900000,162.000000
otavirus Vaccination - Age,7 Months,TX-El Paso County,2013,70.600000,63.500000,76.800000,241.000000
otavirus Vaccination - Facility Type,Asian only  non-Hispanic,Alabama,2015,72.400000,56.900000,83.900000,61.000000
otavirus Vaccination - WIC,Participating,TX-Rest of State,2014,62.500000,53.400000,70.800000,208.000000
otavirus Vaccination - Age,19 Months,Region  9,2014,68.800000,62.100000,74.800000,1139.000000
otavirus Vaccination - Age,7 Months,Rhode Island,2010,76.700000,68.700000,83.200000,231.000000
otavirus Vaccination - Poverty,Living At or Above Poverty,Vermont,2013,78.200000,71.400000,83.800000,221.000000
otavirus Vaccination - Facility Type,Mixed,Vermont,2017,71.900000,51.400000,86.100000,34.000000
otavirus Vaccination - Facility Type,Hispanic,New Jersey,2010,61.900000,47.200000,74.700000,64.000000
otavirus Vaccination - VFC Program Provider,Not Participating ,Texas,2014,67.600000,48.900000,82.000000,102.000000
otavirus Vaccination - Poverty,Unknown poverty,Region 10,2013,64.800000,38.900000,84.200000,46.000000
otavirus Vaccination - WIC,Participating,TX-Bexar County,2017,71.500000,61.500000,79.700000,119.000000
otavirus Vaccination - Race/Ethnicity,Hispanic,Region  7,2009,46.900000,35.000000,59.100000,99.000000
otavirus Vaccination - Age,19 Months,West Virginia,2017,77.400000,71.100000,82.600000,298.000000
otavirus Vaccination - WIC,Not Participating ,Hawaii,2013,72.400000,61.800000,80.900000,137.000000
otavirus Vaccination - Urbanicity,Living In An MSA Central City,Michigan,2010,55.800000,43.100000,67.700000,88.000000
otavirus Vaccination - Facility Type,Private,Idaho,2010,61.700000,53.600000,69.200000,170.000000
otavirus Vaccination - WIC,Participating,North Carolina,2012,64.300000,54.000000,73.500000,134.000000
otavirus Vaccination - WIC,Not Participating ,Maine,2012,71.900000,62.900000,79.500000,145.000000
otavirus Vaccination - Poverty,Living Below Poverty,Region  7,2017,60.300000,50.800000,69.100000,177.000000
otavirus Vaccination - Urbanicity,Living In A Non MSA,New Jersey,2016,69.800000,53.300000,82.400000,42.000000
otavirus Vaccination - Age,7 Months,Minnesota,2017,70.900000,62.400000,78.200000,249.000000
otavirus Vaccination - WIC,Participating,Wisconsin,2012,58.700000,46.000000,70.400000,90.000000
otavirus Vaccination - Poverty,Living Below Poverty,Texas,2017,71.900000,65.700000,77.400000,471.000000
otavirus Vaccination - VFC Program Provider,Participating,Region  4,2009,42.800000,39.800000,45.900000,2026.000000
otavirus Vaccination - Age,7 Months,NY-City of New York,2010,40.700000,33.400000,48.500000,224.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,Vermont,2012,53.300000,40.200000,66.000000,72.000000
otavirus Vaccination - Facility Type,Mixed,Region 10,2015,77.100000,66.800000,84.900000,192.000000
otavirus Vaccination - WIC,Not Participating ,TX-Rest of State,2011,78.300000,70.000000,84.800000,229.000000
otavirus Vaccination - Poverty,Black only  non-Hispanic,California,2017,61.400000,47.500000,73.700000,102.000000
otavirus Vaccination - Facility Type,Private,Illinois,2012,71.200000,63.900000,77.600000,324.000000
otavirus Vaccination - WIC,Not Participating ,Region  7,2014,79.600000,74.500000,83.800000,538.000000
otavirus Vaccination - Race/Ethnicity,Multiple Races  non-Hispanic,Region  5,2015,76.300000,64.200000,85.300000,99.000000
otavirus Vaccination - Urbanicity,Living In A Non MSA,Montana,2010,48.600000,40.600000,56.600000,194.000000
otavirus Vaccination - Age,7 Months,Michigan,2015,65.500000,57.500000,72.700000,254.000000
otavirus Vaccination - Facility Type,Private,Hawaii,2014,78.800000,70.700000,85.100000,148.000000
otavirus Vaccination - Facility Type,Mixed,Georgia,2015,85.400000,68.100000,94.100000,39.000000
otavirus Vaccination - Age,19-35 Months,PA-Rest of State,2009,60.200000,52.900000,67.000000,248.000000
otavirus Vaccination - Facility Type,Public,Region  5,2012,59.500000,51.200000,67.300000,212.000000
otavirus Vaccination - Facility Type,Public,Alaska,2010,39.400000,27.600000,52.500000,66.000000
otavirus Vaccination - Facility Type,Mixed,Hawaii,2017,64.900000,44.100000,81.200000,34.000000
otavirus Vaccination - WIC,Participating,Colorado,2016,63.400000,47.400000,76.900000,74.000000
otavirus Vaccination - VFC Program Provider,Not Participating ,Region  7,2016,85.900000,78.500000,91.000000,132.000000
otavirus Vaccination - Age,19 Months,Arizona,2013,70.800000,62.800000,77.600000,254.000000
otavirus Vaccination - Age,19 Months,North Carolina,2015,75.900000,68.600000,82.000000,261.000000
otavirus Vaccination - WIC,Participating,Region  2,2013,70.000000,63.700000,75.600000,324.000000
otavirus Vaccination - VFC Program Provider,Not Participating ,Nebraska,2014,81.400000,72.900000,87.600000,206.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,Hawaii,2013,64.400000,52.500000,74.700000,110.000000
otavirus Vaccination - Facility Type,Asian only  non-Hispanic,IL-City of Chicago,2013,76.000000,60.700000,86.700000,52.000000
otavirus Vaccination - Poverty,Living At or Above Poverty,Region  6,2013,74.000000,69.000000,78.500000,1194.000000
otavirus Vaccination - Facility Type,Asian only  non-Hispanic,Nebraska,2009,66.200000,46.900000,81.300000,34.000000
otavirus Vaccination - WIC,Not Participating ,Michigan,2009,55.500000,46.400000,64.200000,209.000000
otavirus Vaccination - Age,24 Months,Utah,2014,75.600000,67.900000,82.000000,263.000000
otavirus Vaccination - VFC Program Provider,Participating,Region  3,2012,72.300000,68.200000,76.100000,1605.000000
otavirus Vaccination - VFC Program Provider,Not Participating ,Ohio,2016,77.200000,67.500000,84.600000,161.000000
otavirus Vaccination - Facility Type,Mixed,Michigan,2017,78.600000,58.500000,90.500000,38.000000
otavirus Vaccination - Race/Ethnicity,American Indian or Alaska Native only  non-Hispanic,Region  6,2013,54.800000,39.500000,69.200000,60.000000
otavirus Vaccination - Age,24 Months,Region  2,2013,72.200000,68.100000,76.000000,733.000000
otavirus Vaccination - Age,7 Months,Florida,2011,59.500000,52.600000,66.000000,346.000000
otavirus Vaccination - WIC,Not Participating ,NY-City of New York,2014,68.500000,56.800000,78.200000,115.000000
otavirus Vaccination - Poverty,Asian only  non-Hispanic,California,2016,63.800000,39.100000,82.900000,46.000000
otavirus Vaccination - Age,7 Months,Oregon,2015,72.900000,65.100000,79.600000,192.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,NY-Rest of State,2015,73.000000,64.400000,80.200000,193.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,Texas,2016,68.200000,61.300000,74.400000,431.000000
otavirus Vaccination - Age,19-35 Months,Region  9,2015,74.100000,68.100000,79.300000,1086.000000
otavirus Vaccination - Poverty,Asian only  non-Hispanic,Wyoming,2009,36.800000,30.300000,43.900000,226.000000
otavirus Vaccination - Facility Type,Mixed,PA-Philadelphia,2010,75.900000,62.800000,85.500000,77.000000
otavirus Vaccination - WIC,Not Participating ,TX-City of Houston,2010,83.100000,74.500000,89.200000,108.000000
otavirus Vaccination - Facility Type,Mixed,District of Columbia,2011,63.800000,42.200000,81.000000,45.000000
otavirus Vaccination - Urbanicity,Living In A Non MSA,Oklahoma,2013,50.800000,40.100000,61.400000,110.000000
otavirus Vaccination - VFC Program Provider,Not Participating ,Illinois,2012,79.900000,70.000000,87.100000,106.000000
otavirus Vaccination - Facility Type,Public,TX-El Paso County,2011,77.200000,66.200000,85.300000,147.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,TX-Rest of State,2012,68.300000,60.400000,75.200000,288.000000
otavirus Vaccination - Facility Type,Public,TX-Dallas County,2010,78.300000,70.300000,84.700000,161.000000
otavirus Vaccination - Race/Ethnicity,American Indian or Alaska Native only  non-Hispanic,United States,2012,54.500000,37.800000,70.300000,290.000000
otavirus Vaccination - Urbanicity,Living In A Non MSA,TX-City of Houston,2015,74.800000,67.400000,81.000000,214.000000
otavirus Vaccination - Facility Type,Other,New Mexico,2017,80.400000,65.000000,90.000000,50.000000
otavirus Vaccination - Facility Type,Other,Region  7,2012,67.000000,57.000000,75.600000,203.000000
otavirus Vaccination - Urbanicity,Living In An MSA Central City,New Mexico,2017,75.100000,63.300000,84.000000,99.000000
otavirus Vaccination - Facility Type,Public,Delaware,2012,80.900000,72.500000,87.200000,182.000000
otavirus Vaccination - Urbanicity,Living In A Non MSA,Florida,2009,34.500000,26.400000,43.600000,179.000000
otavirus Vaccination - Age,24 Months,New York,2012,65.500000,60.800000,69.800000,554.000000
otavirus Vaccination - WIC,Participating,Wyoming,2010,50.700000,37.700000,63.600000,73.000000
otavirus Vaccination - Poverty,Living Below Poverty,Kentucky,2014,57.200000,42.700000,70.500000,66.000000
otavirus Vaccination - Poverty,Living Below Poverty,South Dakota,2017,60.800000,43.600000,75.700000,43.000000
otavirus Vaccination - Age,24 Months,Connecticut,2012,72.100000,65.200000,78.100000,281.000000
otavirus Vaccination - Age,19-35 Months,Oklahoma,2015,67.200000,58.400000,74.900000,220.000000
otavirus Vaccination - Facility Type,Multiple Races  non-Hispanic,PA-Rest of State,2017,72.100000,60.700000,81.100000,243.000000
otavirus Vaccination - WIC,Not Participating ,Rhode Island,2010,78.700000,69.300000,85.800000,155.000000
otavirus Vaccination - Race/Ethnicity,Black only  non-Hispanic,Texas,2016,64.200000,48.200000,77.600000,113.000000
otavirus Vaccination - Urbanicity,Living In A Non MSA,Maryland,2013,90.100000,80.100000,95.300000,101.000000
otavirus Vaccination - Poverty,Living At or Above Poverty,New Hampshire,2010,75.100000,67.000000,81.800000,209.000000
otavirus Vaccination - Facility Type,Multiple Races  non-Hispanic,Connecticut,2012,76.600000,67.700000,83.700000,163.000000
otavirus Vaccination - Age,19 Months,Georgia,2017,71.200000,63.600000,77.800000,299.000000
otavirus Vaccination - Facility Type,Mixed,TX-Rest of State,2017,79.000000,66.500000,87.700000,89.000000
otavirus Vaccination - Facility Type,Private,Michigan,2010,55.400000,45.600000,64.800000,150.000000
otavirus Vaccination - Facility Type,Other,Colorado,2015,76.000000,54.800000,89.200000,34.000000
otavirus Vaccination - Age,19 Months,Michigan,2013,70.100000,62.400000,76.800000,212.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,Indiana,2015,68.900000,54.600000,80.300000,80.000000
otavirus Vaccination - WIC,Not Participating ,Region 10,2011,69.100000,63.300000,74.400000,684.000000
otavirus Vaccination - Facility Type,Private,Florida,2011,62.700000,54.400000,70.300000,241.000000
otavirus Vaccination - Poverty,Living At or Above Poverty,West Virginia,2016,75.400000,66.600000,82.500000,148.000000
otavirus Vaccination - VFC Program Provider,Not Participating ,Region  1,2010,67.600000,63.600000,71.300000,1341.000000
otavirus Vaccination - WIC,Participating,Nebraska,2016,69.900000,57.300000,80.100000,73.000000
otavirus Vaccination - Urbanicity,Living In An MSA Central City,Region  7,2016,78.400000,72.000000,83.700000,369.000000
otavirus Vaccination - Facility Type,Multiple Races  non-Hispanic,Hawaii,2014,83.000000,71.100000,90.600000,59.000000
otavirus Vaccination - Urbanicity,Living In A Non MSA,United States,2009,35.600000,33.100000,38.100000,3801.000000
otavirus Vaccination - Age,7 Months,Arizona,2011,64.600000,55.700000,72.700000,279.000000
otavirus Vaccination - Age,19 Months,IL-City of Chicago,2013,76.100000,67.600000,83.000000,168.000000
otavirus Vaccination - Age,19 Months,Nebraska,2014,79.300000,71.700000,85.300000,239.000000
otavirus Vaccination - VFC Program Provider,Participating,Alabama,2016,78.100000,69.200000,85.000000,187.000000
otavirus Vaccination - Facility Type,Private,South Dakota,2015,81.800000,65.800000,91.300000,50.000000
otavirus Vaccination - Facility Type,Mixed,Minnesota,2017,66.900000,44.800000,83.500000,44.000000
otavirus Vaccination - Facility Type,Private,Region  3,2009,54.400000,49.800000,58.900000,1371.000000
otavirus Vaccination - Urbanicity,Living In A Non MSA,North Dakota,2015,75.900000,65.300000,84.100000,119.000000
otavirus Vaccination - VFC Program Provider,Participating,Virginia,2013,77.900000,65.700000,86.700000,170.000000
otavirus Vaccination - VFC Program Provider,Participating,United States,2009,43.700000,42.200000,45.100000,14820.000000
otavirus Vaccination - Facility Type,Public,Montana,2016,69.400000,52.000000,82.600000,47.000000
otavirus Vaccination - Age,7 Months,TX-Dallas County,2009,47.400000,39.400000,55.500000,235.000000
otavirus Vaccination - Age,19-35 Months,TX-City of Houston,2011,65.600000,57.200000,73.100000,314.000000
otavirus Vaccination - Urbanicity,Living In An MSA Central City,North Carolina,2016,76.800000,65.800000,85.100000,128.000000
otavirus Vaccination - Facility Type,Asian only  non-Hispanic,Nevada,2014,63.600000,51.700000,74.000000,107.000000
otavirus Vaccination - Poverty,Living Below Poverty,Region  7,2010,48.700000,39.900000,57.700000,163.000000
otavirus Vaccination - Facility Type,Black only  non-Hispanic,NY-City of New York,2015,79.400000,61.400000,90.300000,38.000000
otavirus Vaccination - Facility Type,Other,South Dakota,2010,55.200000,41.900000,67.800000,74.000000
otavirus Vaccination - WIC,Not Participating ,Kentucky,2011,76.900000,65.700000,85.200000,142.000000
otavirus Vaccination - Urbanicity,Living In A Non MSA,United States,2016,70.300000,67.000000,73.500000,2850.000000
otavirus Vaccination - Age,19 Months,Utah,2011,68.100000,60.900000,74.500000,353.000000
otavirus Vaccination - Age,19 Months,TX-El Paso County,2011,72.800000,65.300000,79.300000,270.000000
otavirus Vaccination - Poverty,Living Below Poverty,Alaska,2016,54.700000,39.800000,68.800000,49.000000
otavirus Vaccination - Facility Type,Private,NY-City of New York,2015,72.600000,64.500000,79.400000,203.000000
otavirus Vaccination - Facility Type,Private,North Dakota,2009,63.100000,46.800000,76.900000,44.000000
otavirus Vaccination - Facility Type,Other,Kentucky,2012,78.800000,70.700000,85.200000,169.000000
otavirus Vaccination - VFC Program Provider,Participating,New Jersey,2009,43.200000,36.100000,50.500000,269.000000
otavirus Vaccination - Age,24 Months,New Jersey,2013,69.000000,61.800000,75.500000,265.000000
otavirus Vaccination - Age,24 Months,NY-Rest of State,2012,74.100000,67.800000,79.600000,269.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,Region  9,2013,76.200000,66.100000,84.000000,389.000000
otavirus Vaccination - Race/Ethnicity,Multiple Races  non-Hispanic,Region  4,2011,60.600000,46.000000,73.500000,114.000000
otavirus Vaccination - Age,24 Months,New Mexico,2017,76.400000,68.900000,82.600000,233.000000
otavirus Vaccination - Facility Type,Other,Iowa,2012,74.300000,57.500000,86.100000,62.000000
otavirus Vaccination - Facility Type,Mixed,Connecticut,2010,63.200000,54.800000,70.800000,219.000000
otavirus Vaccination - Age,24 Months,TX-Rest of State,2011,75.400000,69.900000,80.200000,429.000000
otavirus Vaccination - Facility Type,Other,North Carolina,2012,66.900000,47.600000,81.800000,43.000000
otavirus Vaccination - Urbanicity,Living In An MSA Central City,TX-Rest of State,2010,64.600000,55.100000,73.100000,157.000000
otavirus Vaccination - VFC Program Provider,Not Participating ,Region  7,2011,65.100000,54.400000,74.500000,211.000000
otavirus Vaccination - Poverty,Asian only  non-Hispanic,Montana,2015,71.000000,62.800000,78.100000,191.000000
otavirus Vaccination - Race/Ethnicity,Hispanic,Region  3,2009,52.500000,40.100000,64.600000,189.000000
otavirus Vaccination - Facility Type,Other,Ohio,2011,67.200000,45.200000,83.600000,53.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,District of Columbia,2016,69.900000,61.500000,77.200000,199.000000
otavirus Vaccination - Age,7 Months,TX-Rest of State,2012,64.500000,58.900000,69.700000,547.000000
otavirus Vaccination - VFC Program Provider,Participating,Region  5,2016,76.300000,73.000000,79.400000,1212.000000
otavirus Vaccination - Age,7 Months,North Dakota,2009,62.600000,55.300000,69.400000,206.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,PA-Rest of State,2015,74.800000,65.800000,82.000000,230.000000
otavirus Vaccination - Age,Asian only  non-Hispanic,WA-Eastern WA Counties,2010,47.900000,37.900000,58.000000,110.000000
otavirus Vaccination - Facility Type,Public,Utah,2013,79.200000,72.000000,85.000000,207.000000
otavirus Vaccination - Urbanicity,Living In An MSA Central City,United States,2016,74.900000,72.700000,77.100000,6447.000000
otavirus Vaccination - Poverty,Living Below Poverty,California,2017,57.600000,40.500000,73.000000,56.000000
otavirus Vaccination - WIC,Not Participating ,Oklahoma,2017,76.500000,65.900000,84.600000,109.000000
otavirus Vaccination - WIC,Not Participating ,Idaho,2012,62.700000,52.500000,71.900000,158.000000
otavirus Vaccination - Facility Type,Living Below Poverty,Pennsylvania,2010,54.700000,40.700000,68.000000,137.000000
otavirus Vaccination - Poverty,Asian only  non-Hispanic,California,2009,38.100000,19.800000,60.600000,34.000000
otavirus Vaccination - Age,19 Months,Louisiana,2014,68.400000,59.900000,75.800000,270.000000
otavirus Vaccination - Age,19-35 Months,North Carolina,2013,75.400000,67.600000,81.900000,262.000000
otavirus Vaccination - Age,7 Months,West Virginia,2015,69.600000,61.600000,76.600000,241.000000
otavirus Vaccination - Urbanicity,Living In An MSA Central City,Region  5,2017,76.500000,72.000000,80.500000,707.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,New Jersey,2011,57.300000,50.600000,63.700000,333.000000
otavirus Vaccination - Race/Ethnicity,Asian only  non-Hispanic,Region  4,2016,72.200000,54.900000,84.800000,50.000000
otavirus Vaccination - Facility Type,Mixed,Region  1,2014,79.800000,66.900000,88.600000,170.000000
otavirus Vaccination - WIC,Not Participating ,Connecticut,2011,67.900000,61.300000,73.900000,274.000000
otavirus Vaccination - Poverty,Multiple Races  non-Hispanic,Oklahoma,2017,72.300000,60.800000,81.400000,109.000000
otavirus Vaccination - WIC,Not Participating ,Region  9,2010,57.300000,49.100000,65.200000,635.000000
otavirus Vaccination - Urbanicity,Living In An MSA Central City,Wyoming,2017,88.400000,79.000000,94.000000,89.000000
otavirus Vaccination - Facility Type,Multiple Races  non-Hispanic,Connecticut,2009,46.900000,36.200000,57.800000,173.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,New Mexico,2012,78.200000,61.000000,89.200000,49.000000
otavirus Vaccination - Urbanicity,Living In A Non MSA,Texas,2017,72.700000,57.100000,84.200000,78.000000
otavirus Vaccination - Age,19-35 Months,Alaska,2009,32.300000,25.400000,40.100000,192.000000
otavirus Vaccination - Poverty,Multiple Races  non-Hispanic,Arizona,2014,64.300000,52.100000,74.900000,145.000000
otavirus Vaccination - Urbanicity,Living in an MSA Noncentral City,Tennessee,2012,73.700000,59.900000,84.000000,109.000000
otavirus Vaccination - VFC Program Provider,Not Participating ,Arkansas,2015,69.900000,61.500000,77.200000,186.000000
otavirus Vaccination - Poverty,White only  non-Hispanic,Guam,2016,56.700000,42.600000,69.800000,58.000000
otavirus Vaccination - Race/Ethnicity,White only  non-Hispanic,United States,2013,74.800000,73.100000,76.500000,7929.000000
otavirus Vaccination - Age,7 Months,PA-Rest of State,2015,74.900000,67.300000,81.100000,303.000000
otavirus Vaccination - Age,19-35 Months,Massachusetts,2016,84.700000,77.900000,89.700000,312.000000
otavirus Vaccination - Urbanicity,Living In A Non MSA,Region  7,2013,73.200000,65.800000,79.600000,298.000000
otavirus Vaccination - WIC,Not Participating ,Georgia,2010,75.300000,66.400000,82.400000,165.000000
otavirus Vaccination - Facility Type,Mixed,Nebraska,2009,63.300000,44.500000,78.800000,33.000000
